instance "si-noninduced-gss-20201208" "si-parity-gss-20201208" "si-moreoddthaneven-gss-20201208" "si-lessthreeodd-gss-20201208" "si-noninduced-minion-preprocess-gac-20201208" "si-noninduced-hybrid-preprocess-gac-comm-checker-20201208" "si-noninduced-hybrid-preprocess-gac-comm-propagate-20201208" "si-noninduced-hybrid-preprocess-gac-comm-rollback-20201208" "si-moreoddthaneven-minion-preprocess-gac-20201208" "si-moreoddthaneven-hybrid-preprocess-gac-comm-checker-20201208" "si-moreoddthaneven-hybrid-preprocess-gac-comm-propagate-20201208" "si-moreoddthaneven-hybrid-preprocess-gac-comm-rollback-20201208" "si-lessthreeodd-minion-preprocess-gac-20201208" "si-lessthreeodd-hybrid-preprocess-gac-comm-checker-20201208" "si-lessthreeodd-hybrid-preprocess-gac-comm-propagate-20201208" "si-lessthreeodd-hybrid-preprocess-gac-comm-rollback-20201208" "si-parity-minion-preprocess-gac-20201208" "si-parity-hybrid-preprocess-gac-comm-checker-20201208" "si-parity-hybrid-preprocess-gac-comm-propagate-20201208" "si-parity-hybrid-preprocess-gac-comm-rollback-20201208" "si-noninduced-pathlad-20201208" "si-noninduced-vf2-20201208" "si-noninduced-ri-20201208"
all-images-CVIU11-pattern26-target125 0.253975 0.305922 0.273442 0.27803 167.983 16.5669 17.2844 17.0528 174.786 18.1045 18.0627 18.2897 171.107 17.5351 17.711 17.4437 18.0128 17.9889 17.5319 18.0685 1.19769 0.242152 0.121567
all-images-CVIU11-pattern26-target126 0.0286252 0.0287251 0.0417156 0.0412988 20.2662 5.40055 5.58471 5.56555 21.3313 6.2019 6.40939 6.51721 21.051 5.86145 6.0513 6.05683 5.7266 6.0956 5.86448 5.9994 0.0167562 0.0289073 0.0482318
all-images-CVIU11-pattern26-target127 0.0367451 0.0510799 0.0516463 0.0409527 29.0774 6.29518 6.26131 6.37761 30.189 7.15258 7.16169 7.08602 28.4512 7.00297 7.20845 7.06376 6.93721 6.75735 7.04851 6.73167 0.158901 0.0596209 0.0471079
all-images-CVIU11-pattern26-target128 0.257379 0.260757 0.247086 0.241173 156.628 17.4067 17.059 16.6563 161.423 18.3331 18.1459 18.2958 156.185 17.7234 17.9308 18.1975 18.5851 17.2958 18.5851 18.1142 1.25552 0.25667 0.126634
all-images-CVIU11-pattern26-target129 0.0593798 0.0708223 0.0514286 0.0746844 14.2625 7.08833 7.57209 7.19497 30.7986 7.71331 8.03639 7.68525 30.7819 7.37574 7.33519 7.23109 7.16984 7.26837 7.62122 7.4798 0.235638 0.0443755 0.0514378
all-images-CVIU11-pattern26-target13 0.211123 0.20568 0.190587 0.187744 142.115 14.6817 14.7417 14.45 148.417 15.5344 15.9733 16.1787 142.958 15.1541 15.0457 15.1131 15.5869 15.0186 14.9447 15.2524 0.829933 0.198292 0.129319
all-images-CVIU11-pattern26-target130 0.0460186 0.0586745 0.0426461 0.0425235 27.7787 6.7879 6.79333 6.77051 29.2753 7.59032 7.64128 7.61641 29.848 7.21755 7.26483 7.32382 7.14196 7.4577 7.52917 7.159 0.190766 0.0432917 0.0433169
all-images-CVIU11-pattern26-target131 0.0821976 0.082597 0.0851871 0.08427 61.5809 10.2553 10.198 9.78088 62.3168 11.4803 11.2434 11.2958 60.139 11.3629 10.9533 11.2366 10.9432 10.616 10.7796 10.797 0.4595 0.107628 0.0729487
all-images-CVIU11-pattern26-target132 0.129745 0.130977 0.136006 0.142979 84.7259 11.2081 11.3532 11.516 85.6647 13.1139 12.5847 12.6843 84.3666 12.1695 12.3182 12.2276 12.2252 12.5029 12.71 12.438 0.607003 0.117775 0.076218
all-images-CVIU11-pattern26-target133 0.13295 0.133004 0.129064 0.128076 72.0816 10.3198 10.5437 10.6147 74.5463 11.2732 11.9552 11.524 72.6201 11.5445 11.4009 11.1894 11.217 11.089 10.8838 10.9345 0.610097 0.100084 0.0833117
all-images-CVIU11-pattern26-target134 0.120469 0.158804 0.13355 0.149809 90.3094 11.7384 11.6734 11.9507 93.7838 12.9902 13.521 12.8029 93.1652 12.2089 12.7932 12.6678 13.0515 13.0204 13.0868 12.9491 0.702595 0.155834 0.0960204
all-images-CVIU11-pattern26-target135 0.107658 0.10508 0.108232 0.109034 73.1545 11.1013 11.026 11.2324 74.4816 11.7234 12.0833 11.824 74.5295 11.6127 11.4065 11.6756 11.3539 11.8527 11.144 11.4485 0.556785 0.164581 0.0861941
all-images-CVIU11-pattern26-target136 0.126755 0.12443 0.125333 0.126163 85.5019 11.9556 11.6049 11.937 86.3119 12.5057 12.941 12.8972 87.9209 12.3686 12.1333 12.2677 12.2098 12.4669 12.4192 12.6983 0.664271 0.172369 0.0768617
all-images-CVIU11-pattern26-target137 0.0721057 0.0735688 0.0481138 0.0485336 35.7173 6.91854 7.04127 7.01338 38.0081 7.55489 7.76967 7.97719 36.4086 7.58836 7.29703 7.21385 7.76911 7.40827 7.8899 7.64976 0.318985 0.0486305 0.0516562
all-images-CVIU11-pattern26-target138 0.407554 0.484432 0.472485 0.439636 240.222 22.4617 22.0997 21.7957 245.055 23.5657 22.7388 23.1561 239.99 22.1597 22.2058 22.2919 22.7936 22.5239 22.5206 22.3161 1.94029 0.359597 0.164378
all-images-CVIU11-pattern26-target139 0.0581615 0.0613246 0.080241 0.0579139 44.4472 8.51223 8.67929 8.16643 45.0187 9.16745 9.04692 9.16076 45.7517 9.12628 8.84758 8.8357 8.97265 8.74333 8.6742 9.00078 0.336855 0.0917046 0.0660631
all-images-CVIU11-pattern26-target14 0.0531441 0.0656559 0.0655121 0.0662453 37.4522 7.42583 7.3427 6.94034 39.3898 7.95809 8.10645 8.01271 38.0094 7.80752 8.02833 8.02395 7.77024 7.88303 7.73498 7.85572 0.17602 0.0661537 0.0513331
all-images-CVIU11-pattern26-target140 0.0721902 0.0738164 0.100515 0.0736974 42.7182 8.7617 8.62186 8.60166 44.5406 9.5313 9.44268 9.33149 45.4262 9.11649 9.04951 9.0921 9.06325 9.00143 9.03213 9.32008 0.372278 0.104907 0.0711645
all-images-CVIU11-pattern26-target141 0.0784627 0.0733649 0.0544524 0.073687 37.4199 7.73863 7.89143 8.22692 40.029 8.68494 9.1135 8.82324 38.0701 8.3858 8.0918 8.25583 8.26544 8.26143 8.29854 7.9055 0.221562 0.0808022 0.058918
all-images-CVIU11-pattern26-target142 0.129655 0.103782 0.101524 0.12942 76.4945 11.327 12.0436 11.2603 79.4478 12.6176 12.1495 12.101 75.3706 11.7961 12.0811 12.0736 11.4689 11.6407 12.0605 11.7688 0.675569 0.11429 0.0931976
all-images-CVIU11-pattern26-target143 0.0881316 0.102101 0.115353 0.0966073 51.7884 9.48831 9.19319 9.45332 53.2559 10.5528 10.3017 10.7451 55.4396 9.80994 9.73018 9.69138 9.58907 10.047 10.2781 10.1448 0.519698 0.0776496 0.0723244
all-images-CVIU11-pattern26-target144 0.153483 0.168346 0.171571 0.151902 106.06 12.8586 12.9241 12.7367 106.759 14.0708 14.47 13.969 104.882 13.4038 13.2742 13.2619 13.0672 13.0737 13.1252 13.2387 0.657783 0.140151 0.104807
all-images-CVIU11-pattern26-target145 0.102076 0.0748015 0.0812767 0.0665014 40.2156 8.7109 8.57493 8.49149 41.4102 9.20378 9.09383 8.97736 41.52 8.52365 8.66599 8.7329 8.5816 8.71866 8.94581 9.13119 0.293977 0.0874977 0.0675218
all-images-CVIU11-pattern26-target146 0.278143 0.26951 0.37852 0.339069 146.229 17.5821 17.4627 17.3113 147.431 18.6341 18.7787 18.708 148.572 17.9508 17.8606 17.9187 18.4349 17.8728 18.0578 18.1565 1.39761 0.237116 0.124105
all-images-CVIU11-pattern26-target15 0.0313459 0.0312697 0.0431933 0.0456157 19.8018 6.23142 5.7705 5.76126 20.2743 7.08703 6.9442 7.01178 20.3038 7.0385 6.63913 7.04808 6.28062 6.81258 6.4175 6.44388 0.0195613 0.0435777 0.0424136
all-images-CVIU11-pattern26-target16 0.0901636 0.0917796 0.0906824 0.092759 53.2458 8.80022 8.74739 8.52831 53.963 9.27955 9.49574 9.47391 53.3353 9.50422 8.96877 8.95415 9.24106 9.25457 8.97657 8.80274 0.287639 0.0977531 0.0670701
all-images-CVIU11-pattern26-target17 0.252928 0.264402 0.264824 0.254732 131.813 16.1465 17.0402 16.8522 133.39 17.5832 18.355 17.9561 131.214 17.3761 17.3258 17.5756 16.9884 17.6237 17.4433 17.5064 1.20623 0.212614 0.113397
all-images-CVIU11-pattern26-target18 0.229335 0.319447 0.218226 0.227769 148.557 16.4625 16.0097 16.497 153.36 17.1497 17.647 18.0665 149.989 16.6977 16.905 17.5096 17.5848 16.9982 17.8844 16.8928 1.17172 0.304771 0.147571
all-images-CVIU11-pattern26-target19 0.417715 0.387034 0.468068 0.489974 276.823 23.6481 23.5846 23.3356 280.839 25.1501 25.2329 25.25 273.538 24.7283 23.7287 24.1699 24.6412 24.6141 24.0439 24.6897 2.06448 0.484311 0.208217
all-images-CVIU11-pattern26-target2 0.239451 0.25497 0.246462 0.193327 121.518 13.3466 13.3387 13.2674 122.356 14.9573 14.8947 15.6583 122.138 14.51 13.9713 14.2574 14.3376 13.856 13.8363 14.5079 0.624934 0.198146 0.10306
all-images-CVIU11-pattern26-target20 0.305146 0.329363 0.311844 0.285053 180.984 17.3278 17.3777 17.4729 182.823 19.3631 19.2469 18.8931 180.903 18.5329 18.8635 18.8049 18.5594 18.6438 18.5116 18.607 1.24781 0.278671 0.147291
all-images-CVIU11-pattern26-target21 0.175628 0.23895 0.197086 0.200209 128.009 14.6914 14.0048 14.2724 124.161 15.7457 15.9274 15.5397 124.876 15.1358 15.1452 15.2472 15.6405 15.3695 15.2508 15.1024 0.912779 0.178514 0.101605
all-images-CVIU11-pattern26-target22 0.130991 0.12197 0.141094 0.117042 61.6827 10.807 11.0009 11.2488 63.5798 11.5367 11.8982 11.9788 61.4493 11.3096 11.5193 11.2996 11.9189 11.5458 11.5952 11.5827 0.553731 0.099833 0.0865479
all-images-CVIU11-pattern26-target23 0.246268 0.24328 0.254026 0.268861 149.443 16.3518 15.7493 15.8063 156.946 17.6198 17.1698 17.4237 152.672 16.8671 17.0103 16.7128 17.3851 17.5463 17.2304 17.008 1.0614 0.23812 0.144152
all-images-CVIU11-pattern26-target24 0.0369891 0.052393 0.0357399 0.036282 23.0847 6.21758 6.04996 6.20537 24.1743 6.75179 7.14671 6.92263 24.0072 6.98299 6.7114 6.67837 6.77937 6.6997 6.56876 6.62893 0.156246 0.0331372 0.0450278
all-images-CVIU11-pattern26-target25 0.0980811 0.10896 0.0980102 0.128017 83.3448 10.6358 10.7614 10.5051 83.6174 11.3448 10.7782 11.7423 84.8931 10.7773 11.0242 10.8025 11.6286 10.9512 11.6843 10.8405 0.353724 0.101409 0.0827333
all-images-CVIU11-pattern26-target26 0.0764553 0.0791707 0.052292 0.051255 49.7961 8.7237 8.47596 8.92969 48.9839 9.17367 9.22994 9.47216 49.3237 9.07638 9.36844 9.18251 9.2031 9.16722 8.79198 9.41152 0.242206 0.0613337 0.0616963
all-images-CVIU11-pattern26-target27 0.17755 0.259624 0.194581 0.173613 111.041 13.1221 13.5724 13.4534 112.076 15.1166 14.885 14.8397 109.786 14.1387 14.1307 14.5115 13.8282 13.752 14.3193 13.42 0.763374 0.162854 0.112391
all-images-CVIU11-pattern26-target28 0.0384651 0.03851 0.0623351 0.04295 32.5618 6.75233 6.98506 7.13102 33.1442 7.59085 8.00388 7.88675 33.2394 7.47077 7.14601 7.0741 7.33708 7.14769 7.24539 7.08431 0.157165 0.0427999 0.0503728
all-images-CVIU11-pattern26-target29 0.400968 0.412257 0.565356 0.418929 234.881 22.4862 21.8927 22.2508 237.075 23.0864 23.4618 23.5411 232.054 22.8816 23.2963 22.3773 23.4889 22.5862 22.5104 22.6653 2.20699 0.37458 0.170701
all-images-CVIU11-pattern26-target3 0.243615 0.251197 0.260151 0.244972 169.53 17.1662 17.848 17.8425 173.209 18.7256 19.166 18.7465 173.181 18.3408 18.0685 18.8892 18.8139 18.6868 18.5886 18.7062 1.32602 0.254012 0.162987
all-images-CVIU11-pattern26-target30 0.281059 0.29965 0.298041 0.313194 196.692 19.4072 18.8988 19.0984 203.003 19.9245 20.9419 20.573 201.211 19.9918 19.4763 19.195 20.2744 19.5649 19.7436 20.1359 1.49987 0.308113 0.156583
all-images-CVIU11-pattern26-target31 0.21026 0.235774 0.219804 0.240183 139.105 15.2401 15.1595 15.2652 141.87 16.7773 16.6095 16.2347 141.633 15.8599 16.3267 15.8993 16.1267 15.9867 16.2439 15.9995 1.01315 0.203045 0.116737
all-images-CVIU11-pattern26-target32 0.61833 0.477219 0.473332 0.467064 296.525 23.7909 23.5279 23.9013 306.903 25.7091 25.5236 26.242 295.688 24.8957 24.8423 24.8253 25.4268 25.359 24.147 24.8846 2.26404 0.445755 0.185183
all-images-CVIU11-pattern26-target33 0.435241 0.420613 0.417877 0.426352 261.578 22.5755 22.5502 22.9217 270.466 24.5295 24.404 24.6113 265.77 23.1524 23.1768 22.8046 24.0267 23.565 23.3676 25.1006 2.11187 0.424918 0.225183
all-images-CVIU11-pattern26-target34 0.229386 0.188407 0.208142 0.161329 125.224 13.9153 14.5189 13.9975 125.424 15.1837 15.2129 15.304 123.958 14.6954 14.7148 14.5132 14.4193 14.319 14.3095 14.4108 0.899909 0.220715 0.0952694
all-images-CVIU11-pattern26-target35 0.384955 0.39554 0.410853 0.413615 259.259 22.4912 22.3306 22.2861 263.648 23.6962 23.7841 24.1246 258.559 23.3286 23.4004 23.1336 24.2623 23.0519 23.7099 23.7203 2.01109 0.402883 0.169765
all-images-CVIU11-pattern26-target36 0.187057 0.164135 0.117613 0.148043 81.923 11.6451 11.4526 11.9258 83.8706 12.6753 12.1963 12.3681 81.7637 12.1027 11.8052 12.1083 11.9928 12.0295 12.025 12.3404 0.584107 0.135967 0.084387
all-images-CVIU11-pattern26-target37 0.421486 0.397085 0.399583 0.383305 222.993 22.6306 22.671 21.3754 222.178 22.8007 22.9802 23.2425 223.549 22.2546 21.9425 22.4242 22.8854 22.5049 22.3514 22.4748 2.10927 0.36064 0.159845
all-images-CVIU11-pattern26-target38 0.333593 0.386841 0.387923 0.348757 201.867 19.6257 19.8427 20.5271 210.378 21.4348 21.3391 21.9139 206.709 21.6224 21.336 21.3145 21.9624 20.477 21.6565 21.5381 1.77865 0.332628 0.168866
all-images-CVIU11-pattern26-target39 0.143077 0.179453 0.136688 0.17147 91.156 11.9887 11.6625 11.8655 95.0481 12.9507 13.2643 12.7703 92.4384 12.4946 12.4651 12.6033 12.4933 12.3351 12.4588 12.3545 0.586497 0.133154 0.0971917
all-images-CVIU11-pattern26-target4 0.242147 0.252014 0.240679 0.253645 146.13 15.5036 15.5191 16.3464 152.595 17.2242 17.2199 16.6906 147.436 16.7035 16.0418 16.4744 16.3407 16.3575 16.1656 16.0104 1.0239 0.203711 0.141508
all-images-CVIU11-pattern26-target40 0.2096 0.210135 0.186746 0.240568 142.147 14.7067 14.541 14.7877 143.63 15.6395 15.8785 16.2744 141.467 15.4256 15.3412 14.9171 15.6601 15.374 14.7735 15.1942 0.927449 0.212783 0.0984673
all-images-CVIU11-pattern26-target41 0.182156 0.189663 0.181555 0.178523 117.033 13.6878 13.5866 13.8226 120.319 15.4296 14.8231 14.9962 118.383 14.3019 13.9682 15.0864 15.086 14.3165 14.4677 14.4494 0.667619 0.163191 0.12787
all-images-CVIU11-pattern26-target42 0.199474 0.232149 0.205566 0.198806 120.47 14.2663 14.9227 14.152 122.458 15.419 15.4925 15.5709 121.378 14.5448 14.8124 14.4847 14.9166 14.5526 15.0396 14.9528 0.880219 0.174167 0.114443
all-images-CVIU11-pattern26-target43 0.325892 0.301914 0.365886 0.352966 178.398 19.0386 18.9192 18.6453 175.572 20.1966 19.7989 20.3633 180.045 19.3668 19.7244 19.4054 19.7376 19.6062 19.6081 20.3382 1.52535 0.269012 0.155737
all-images-CVIU11-pattern26-target44 0.42452 0.417831 0.405813 0.438562 303.132 24.07 24.0765 24.2541 299.584 25.9121 26.4192 25.5408 299.415 24.7855 24.4376 24.9124 25.2041 25.1051 24.7363 25.1514 1.95064 0.42066 0.188713
all-images-CVIU11-pattern26-target45 0.410213 0.397551 0.402106 0.451392 282.521 22.2257 21.6713 22.0051 283.803 24.1037 24.0196 23.8273 281.388 23.0184 22.4684 23.4583 23.1437 22.8141 23.2636 23.6935 1.76892 0.431438 0.189487
all-images-CVIU11-pattern26-target46 0.232372 0.203411 0.225413 0.205985 111.898 14.5679 14.4242 13.9428 115.637 16.0714 16.0627 15.3303 113.078 15.569 15.2952 15.327 15.3891 15.5291 15.3629 15.5451 0.955473 0.174632 0.120346
all-images-CVIU11-pattern26-target47 0.370943 0.321051 0.335446 0.322173 188.193 19.0937 18.8514 18.7208 195.193 20.2612 20.8803 20.6215 192.906 19.8005 20.3283 20.6246 21.1645 20.1546 21.4203 20.2018 1.78893 0.311992 0.172055
all-images-CVIU11-pattern26-target48 0.152047 0.110656 0.125751 0.12138 72.8598 11.4326 11.3099 11.6457 76.6095 12.88 12.9407 12.1951 73.0846 12.2181 12.4806 12.2009 11.6682 12.0864 12.0283 11.916 0.540017 0.1092 0.0696992
all-images-CVIU11-pattern26-target49 0.181664 0.17875 0.203024 0.202921 123.976 13.7617 14.901 14.0077 124.904 15.5821 15.6604 15.3551 124.35 14.8145 15.8078 15.1504 14.497 15.3187 15.0092 15.3586 0.894797 0.18201 0.0937205
all-images-CVIU11-pattern26-target5 0.296517 0.327039 0.40104 0.332988 210.448 19.4666 19.5641 19.3496 209.423 21.0518 21.3572 21.7831 211.956 21.0867 20.6166 20.5341 21.9386 21.2482 20.5635 21.1475 1.62856 0.365555 0.154454
all-images-CVIU11-pattern26-target50 0.366987 0.428263 0.391734 0.408684 223.028 20.9749 20.9996 21.3729 224.703 22.2978 21.9484 22.1342 226.935 21.0205 21.1646 21.2726 21.5631 21.5126 21.3843 21.2828 1.90361 0.360001 0.171825
all-images-CVIU11-pattern26-target51 0.148252 0.153666 0.173322 0.167431 102.853 13.5857 12.9865 13.0301 106.723 13.6821 13.6058 13.9201 103.536 13.3879 13.7135 13.406 13.343 13.3506 13.0501 13.3846 0.752739 0.165153 0.0999903
all-images-CVIU11-pattern26-target52 0.157991 0.163432 0.172944 0.185917 101.599 13.3454 12.9815 13.149 106.093 14.2849 13.961 13.7098 101.563 14.1121 14.0707 13.586 13.1157 13.4376 13.6074 13.9628 0.729787 0.169398 0.105382
all-images-CVIU11-pattern26-target53 0.0943633 0.0953697 0.097113 0.0949308 64.2967 9.92123 9.51129 9.59375 65.3105 11.1077 10.735 10.4649 65.104 10.6426 10.6762 11.0217 10.7305 10.5601 10.3486 10.4661 0.484051 0.0894502 0.0625866
all-images-CVIU11-pattern26-target54 0.107241 0.144374 0.140961 0.146189 74.4529 11.0008 10.495 10.8277 81.0587 11.8668 11.3118 11.8845 80.0386 12.066 10.867 10.7144 10.9206 11.0246 10.817 10.5563 0.521036 0.114264 0.0651305
all-images-CVIU11-pattern26-target55 0.126758 0.0973915 0.0994855 0.101427 64.6794 9.78621 9.93071 9.80673 66.627 10.7667 11.2991 10.7293 65.0289 10.2553 10.7264 10.6248 10.627 10.695 10.301 10.2951 0.447512 0.145021 0.0783466
all-images-CVIU11-pattern26-target56 0.0992486 0.0943598 0.0952587 0.0639915 51.8788 9.0477 9.1658 8.71308 52.2923 9.87151 9.97677 9.55516 52.211 9.344 9.6667 9.72728 9.47104 9.77999 9.36718 9.11789 0.393706 0.0700893 0.0540745
all-images-CVIU11-pattern26-target57 0.440894 0.461707 0.452522 0.443125 244.44 24.6609 23.6739 23.9749 252.032 25.3825 24.9546 25.0856 246.508 24.399 24.0489 24.3403 25.329 24.9081 24.3491 24.1456 2.34102 0.501822 0.208059
all-images-CVIU11-pattern26-target58 0.079101 0.114866 0.10152 0.10233 53.4221 9.42681 9.37999 9.83315 54.2851 10.4093 10.0413 10.7578 53.709 10.0618 9.90218 9.88219 10.1672 9.68517 10.0092 9.43787 0.399198 0.0792599 0.0562282
all-images-CVIU11-pattern26-target59 0.296864 0.330127 0.288337 0.335239 204.677 19.4587 19.2893 19.8844 209.345 20.5265 20.5431 21.5285 203.021 19.5325 20.4038 20.3147 20.605 20.5663 20.2176 20.1266 1.3896 0.350546 0.150381
all-images-CVIU11-pattern26-target6 0.341928 0.350765 0.33339 0.332939 210.029 18.8533 19.0046 19.3063 216.732 20.4121 20.1585 20.3364 213.158 19.7957 19.4811 19.4321 19.7783 19.7945 19.6903 20.6383 1.58022 0.397111 0.149368
all-images-CVIU11-pattern26-target60 0.187658 0.163319 0.18662 0.169899 117.691 13.4422 13.1598 13.3793 118.95 14.5624 14.4317 14.8924 118.252 14.303 13.9418 13.8552 14.2435 14.2582 13.2762 13.4392 0.726714 0.181829 0.108999
all-images-CVIU11-pattern26-target61 0.285897 0.279718 0.277703 0.273543 188.835 18.2895 18.7063 18.2098 193.517 19.4494 19.5517 19.5025 189.158 18.9684 18.6452 18.1327 19.7348 18.6991 18.8252 19.2565 1.39955 0.283174 0.149755
all-images-CVIU11-pattern26-target62 0.345935 0.369312 0.356625 0.352216 213.97 19.4165 19.7231 19.2647 216.587 20.4504 20.3066 20.674 214.16 20.6714 20.163 20.5834 20.6794 19.6889 20.1967 20.2954 1.52731 0.383817 0.174844
all-images-CVIU11-pattern26-target63 0.236988 0.260858 0.27986 0.264229 173.423 16.5134 16.978 16.6112 177.296 17.5944 18.0696 18.189 174.744 16.8771 17.3331 17.5182 17.0548 17.1392 17.1996 16.9847 1.32857 0.257977 0.141851
all-images-CVIU11-pattern26-target64 0.222173 0.178207 0.170793 0.255144 108.538 14.2483 14.0729 14.1476 110.706 15.0354 14.9966 15.0301 110.674 14.3168 14.6483 14.8268 14.2841 14.3164 14.3768 14.6753 0.897368 0.232106 0.110048
all-images-CVIU11-pattern26-target65 0.199067 0.15669 0.196686 0.147914 101.232 12.9882 12.9785 12.9896 105.186 14.2388 13.7069 13.7722 103.906 13.4877 13.3118 13.2251 13.3535 13.149 13.5339 13.6647 0.810503 0.169902 0.107088
all-images-CVIU11-pattern26-target66 0.144498 0.0970783 0.096136 0.0957891 62.2382 10.3406 10.3278 10.0738 62.9119 10.8415 10.7918 10.9927 62.1229 10.8267 10.6272 10.182 10.3541 10.7398 10.4728 10.4062 0.459963 0.127726 0.0848512
all-images-CVIU11-pattern26-target67 0.364678 0.348932 0.365518 0.355653 224.84 19.796 19.3432 20.2629 227.348 21.748 22.0353 21.1512 227.253 21.7221 20.8819 21.2001 22.1648 21.4765 21.3655 22.1057 1.74285 0.354145 0.172003
all-images-CVIU11-pattern26-target68 0.363767 0.356754 0.348183 0.362186 253.502 21.0554 20.9259 21.444 258.113 22.9838 22.6782 22.9245 250.983 21.7137 22.2295 22.2873 23.8471 22.7681 22.4471 22.7742 1.8885 0.36875 0.172223
all-images-CVIU11-pattern26-target69 0.601255 0.566005 0.541628 0.46174 266.882 23.7402 24.2136 23.7472 271.063 25.0956 25.002 25.342 267.973 25.5537 24.7063 25.0279 25.1876 24.6937 24.7798 24.9906 2.30577 0.409081 0.205988
all-images-CVIU11-pattern26-target7 0.317091 0.317193 0.41373 0.316893 206.49 19.0877 19.0388 18.5855 215.59 20.44 20.5031 19.9595 210.741 19.5971 20.1234 19.605 19.7815 19.7422 19.6813 20.1856 1.68353 0.287515 0.133958
all-images-CVIU11-pattern26-target70 0.356426 0.3501 0.36946 0.345071 245.051 20.4588 20.813 20.4665 252.867 21.6836 22.2954 22.1179 248.279 21.1486 21.5868 21.3862 21.6169 21.8519 21.0891 21.4954 1.62975 0.361899 0.156723
all-images-CVIU11-pattern26-target71 0.2526 0.264202 0.280182 0.261653 184.01 17.8129 17.9988 18.1664 188.423 19.8133 19.9646 19.0809 185.602 19.1388 19.0902 18.6348 19.2404 18.2847 18.3306 18.7533 1.36528 0.295105 0.150025
all-images-CVIU11-pattern26-target72 0.261392 0.254667 0.24989 0.273408 166.708 16.3639 16.3207 16.2686 173.14 17.3233 18.4053 17.373 170.054 17.6552 16.9464 16.9666 17.1605 16.9933 17.3078 16.9582 1.3194 0.269329 0.119446
all-images-CVIU11-pattern26-target73 0.359288 0.352056 0.342048 0.340657 226.109 19.7671 19.9086 19.6883 230.884 20.9835 21.3798 21.0407 224.059 21.3426 21.3693 20.6995 21.5936 21.6768 22.1224 21.8011 1.7455 0.332625 0.153715
all-images-CVIU11-pattern26-target74 0.390508 0.416094 0.3992 0.426715 221.634 21.2631 21.1471 20.825 228.213 22.5084 22.7334 22.4491 223.044 22.1765 22.7504 22.2751 22.9806 22.3677 22.1051 22.5702 1.95287 0.371613 0.184146
all-images-CVIU11-pattern26-target75 0.446034 0.420323 0.39041 0.408898 227.713 21.6945 21.5486 21.9056 238.053 23.4679 24.3856 23.9039 233.374 22.5623 22.5811 22.5303 23.3466 23.1757 23.1724 23.4217 1.78775 0.364433 0.17142
all-images-CVIU11-pattern26-target76 0.387824 0.376212 0.374008 0.372067 276.796 22.5426 22.6068 22.7737 286.415 24.4718 25.2318 24.2387 280.657 23.739 23.3562 22.9913 23.9722 24.0079 23.939 23.239 1.92596 0.507551 0.227106
all-images-CVIU11-pattern26-target77 0.421486 0.422006 0.410542 0.397145 285.035 22.9461 22.5889 22.4051 286.903 24.4725 24.037 24.563 283.235 23.6762 23.2566 24.416 23.7419 23.6469 23.1735 23.744 2.09771 0.394087 0.208474
all-images-CVIU11-pattern26-target78 0.425731 0.413165 0.459978 0.436117 269.927 21.5216 21.5418 21.8498 271.228 23.466 23.4152 23.0694 268.942 22.0487 22.0231 22.1677 22.9103 22.4878 22.1577 22.3889 1.96441 0.404852 0.157811
all-images-CVIU11-pattern26-target79 0.0763255 0.10225 0.0767909 0.114968 46.4913 9.1566 9.03157 9.12547 47.7264 9.87045 9.76484 9.93674 47.4998 10.1807 9.98825 9.58595 9.55503 9.3565 9.34308 9.41788 0.361909 0.068246 0.0658708
all-images-CVIU11-pattern26-target8 0.136264 0.139536 0.137982 0.143871 110.838 13.2503 13.0884 13.1189 114.43 14.2943 14.6915 14.5253 111.261 14.2794 14.328 14.1096 14.1686 14.0199 14.0526 14.0362 0.747048 0.226899 0.116754
all-images-CVIU11-pattern26-target80 0.1444 0.104461 0.133939 0.0967348 71.8234 10.8803 10.8513 10.2213 72.6977 12.144 12.4002 12.1259 69.6098 11.9041 11.1235 11.2933 11.3832 11.6573 11.9844 12.0082 0.497463 0.15477 0.0739398
all-images-CVIU11-pattern26-target81 0.187233 0.173991 0.200423 0.197351 108.428 12.9581 13.1953 13.0357 109.965 14.4508 13.9242 14.1506 106.11 13.8384 13.7263 13.8376 13.5577 13.2619 13.7192 13.4435 0.744325 0.172655 0.1094
all-images-CVIU11-pattern26-target82 0.303657 0.305304 0.235026 0.245947 150.101 15.4188 15.5926 15.0507 150.992 16.7713 16.6199 16.4092 145.179 16.2255 15.7712 15.905 16.7028 16.4827 15.7267 15.8686 1.02263 0.221184 0.105901
all-images-CVIU11-pattern26-target83 0.240108 0.231477 0.243666 0.227183 172.949 16.3895 16.5092 16.0592 173.919 17.5779 17.2873 17.6903 171.379 17.1759 17.0653 16.8979 17.3366 17.767 16.7977 16.915 1.13956 0.228799 0.153766
all-images-CVIU11-pattern26-target84 0.0346623 0.0360138 0.0258092 0.0395188 14.8485 4.89127 5.32822 5.00038 15.9094 6.0027 5.79579 5.84966 16.0363 5.73864 5.64497 5.45684 5.54294 5.47348 5.50219 5.61241 0.099474 0.0252603 0.0391308
all-images-CVIU11-pattern26-target85 0.320407 0.315495 0.290169 0.317139 156.672 17.8235 17.5515 17.8994 158.909 19.4135 19.2261 19.3543 162.092 19.1835 18.5414 18.8221 18.9641 19.4165 19.1536 19.145 1.53762 0.279223 0.161831
