instance family glasgow hybrid-checking hybrid-always hybrid-rbj hybrid-never
si2_b09_m400.04 3 37 3 3 3 3
si2_b09_m400.08 3 22 3 3 3 3
si2_b09_m400.05 3 35 3 3 3 3
si2_b09_m400.01 3 22 3 3 3 3
si2_b09_m400.03 3 22 3 3 3 3
si2_b09_m400.02 3 23 3 3 3 3
si2_b09_m400.07 3 38 3 3 3 3
si2_b09_m400.09 3 22 3 3 3 3
si2_b09_m400.06 3 38 3 3 3 3
si2_b09_m400.00 3 22 3 3 3 3
si4_b06_m200.06 3 6 3 3 3 3
si4_b06_m200.03 3 6 3 3 3 3
si4_b06_m200.02 3 7 3 3 3 3
si4_b06_m200.07 3 6 3 3 3 3
si4_b06_m200.05 3 7 3 3 3 3
si4_b06_m200.08 3 6 3 3 3 3
si4_b06_m200.00 3 7 3 3 3 3
si4_b06_m200.04 3 10 3 3 3 3
si4_b06_m200.01 3 6 3 3 3 3
si4_b06_m200.09 3 6 3 3 3 3
si4_r005_m400.06 7 192 740 98 740 97
si4_r005_m400.03 7 213 1553 309 1553 309
si4_r005_m400.07 7 800 16519 NaN 16519 NaN
si4_r005_m400.01 7 245 887 192 887 191
si4_r005_m400.04 7 723 1051 312 1051 316
si4_r005_m400.00 7 271 2998 999 2998 718
si4_r005_m400.09 7 203 1220 213 1220 214
si4_r005_m400.05 7 247 2526 249 2526 244
si4_r005_m400.08 7 164 258 34 258 35
si4_r005_m400.02 7 1071 23879 NaN 23879 NaN
si4_m4Dr2_m1296.07 6 170 17 17 17 17
si4_m4Dr2_m1296.00 6 145 18 18 18 18
si4_m4Dr2_m1296.05 6 148 21 21 21 21
si4_m4Dr2_m1296.04 6 153 15 15 15 15
si4_m4Dr2_m1296.08 6 282 79 31 79 31
si4_m4Dr2_m1296.01 6 142 21 21 21 21
si4_m4Dr2_m1296.06 6 148 13 13 13 13
si4_m4Dr2_m1296.02 6 137 32 32 32 32
si4_m4Dr2_m1296.03 6 170 52 52 52 52
si4_m4Dr2_m1296.09 6 156 16 16 16 16
si6_b09_m800.03 3 278 3 3 3 3
si6_b09_m800.09 3 313 3 3 3 3
si6_b09_m800.07 3 274 3 3 3 3
si6_b09_m800.05 3 275 3 3 3 3
si6_b09_m800.04 3 276 3 3 3 3
si6_b09_m800.01 3 296 3 3 3 3
si6_b09_m800.00 3 323 3 3 3 3
si6_b09_m800.02 3 278 3 3 3 3
si6_b09_m800.06 3 276 3 3 3 3
si6_b09_m800.08 3 275 3 3 3 3
si6_b06m_m400.00 4 16 5 5 5 5
si6_b06m_m400.08 4 17 4 4 4 4
si6_b06m_m400.03 4 26 4 4 4 4
si6_b06m_m400.04 4 16 7 7 7 7
si6_b06m_m400.06 4 25 6 6 6 6
si6_b06m_m400.07 4 27 6 6 6 6
si6_b06m_m400.09 4 26 7 7 7 7
si6_b06m_m400.02 4 18 3 3 3 3
si6_b06m_m400.01 4 27 3 3 3 3
si6_b06m_m400.05 4 30 2 2 2 2
si2_m4Dr4_m1296.08 6 83 30 30 30 30
si2_m4Dr4_m1296.07 6 127 37 37 37 37
si2_m4Dr4_m1296.03 6 111 34 33 34 33
si2_m4Dr4_m1296.05 6 112 25 25 25 25
si2_m4Dr4_m1296.06 6 76 15 15 15 15
si2_m4Dr4_m1296.04 6 67 35 35 35 35
si2_m4Dr4_m1296.09 6 82 49 39 49 39
si2_m4Dr4_m1296.01 6 97 25 25 25 25
si2_m4Dr4_m1296.00 6 81 25 25 25 25
si2_m4Dr4_m1296.02 6 179 90 61 90 61
si6_m4Dr6_m1296.02 6 428 12 12 12 12
si6_m4Dr6_m1296.08 6 278 6 6 6 6
si6_m4Dr6_m1296.07 6 277 6 6 6 6
si6_m4Dr6_m1296.06 6 270 3 3 3 3
si6_m4Dr6_m1296.03 6 283 5 5 5 5
si6_m4Dr6_m1296.04 6 287 7 7 7 7
si6_m4Dr6_m1296.05 6 285 5 5 5 5
si6_m4Dr6_m1296.00 6 276 9 9 9 9
si6_m4Dr6_m1296.09 6 268 12 12 12 12
si6_m4Dr6_m1296.01 6 263 4 4 4 4
si4_m4Dr2_m256.00 6 5 8 8 8 8
si4_m4Dr2_m256.01 6 5 6 6 6 6
si4_m4Dr2_m256.05 6 5 6 6 6 6
si4_m4Dr2_m256.04 6 9 6 6 6 6
si4_m4Dr2_m256.08 6 5 4 4 4 4
si4_m4Dr2_m256.07 6 5 6 6 6 6
si4_m4Dr2_m256.06 6 5 9 9 9 9
si4_m4Dr2_m256.02 6 8 3 3 3 3
si4_m4Dr2_m256.09 6 5 3 3 3 3
si4_m4Dr2_m256.03 6 5 7 7 7 7
si4_b09m_m200.01 4 9 3 3 3 3
si4_b09m_m200.00 4 9 2 2 2 2
si4_b09m_m200.03 4 6 2 2 2 2
si4_b09m_m200.06 4 9 3 3 3 3
si4_b09m_m200.02 4 5 2 2 2 2
si4_b09m_m200.04 4 9 2 2 2 2
si4_b09m_m200.05 4 8 2 2 2 2
si4_b09m_m200.07 4 5 2 2 2 2
si4_b09m_m200.08 4 5 1 1 1 1
si4_b09m_m200.09 4 5 4 4 4 4
si4_m4Dr4_m625.07 6 55 15 15 15 15
si4_m4Dr4_m625.05 6 31 16 16 16 16
si4_m4Dr4_m625.01 6 29 11 11 11 11
si4_m4Dr4_m625.08 6 32 8 8 8 8
si4_m4Dr4_m625.09 6 31 23 21 23 21
si4_m4Dr4_m625.00 6 58 10 10 10 10
si4_m4Dr4_m625.04 6 32 12 12 12 12
si4_m4Dr4_m625.06 6 44 10 9 10 9
si4_m4Dr4_m625.03 6 31 13 13 13 13
si4_m4Dr4_m625.02 6 29 12 12 12 12
si4_m4Dr4_m1296.03 6 158 16 16 16 16
si4_m4Dr4_m1296.01 6 160 25 25 25 25
si4_m4Dr4_m1296.00 6 150 22 22 22 22
si4_m4Dr4_m1296.07 6 194 18 18 18 18
si4_m4Dr4_m1296.02 6 169 21 21 21 21
si4_m4Dr4_m1296.04 6 187 15 15 15 15
si4_m4Dr4_m1296.09 6 158 28 28 28 28
si4_m4Dr4_m1296.06 6 173 21 21 21 21
si4_m4Dr4_m1296.08 6 147 30 30 30 30
si4_m4Dr4_m1296.05 6 248 47 25 47 25
si2_r005_m400.05 7 2647 165133 NaN 165133 NaN
si2_r005_m400.06 7 1067 78100 NaN 78100 NaN
si2_r005_m400.08 7 368 20374 1402 20374 1236
si2_r005_m400.02 7 64520 4052114 NaN 4052114 NaN
si2_r005_m400.03 7 5477 2002878 NaN 2002878 NaN
si2_r005_m400.00 7 1971 30088250 NaN 30088250 NaN
si2_r005_m400.07 7 35371 438087 NaN 438087 NaN
si2_r005_m400.09 7 110 5929 2502 5929 1487
si2_r005_m400.04 7 1708 61835 1775 61835 NaN
si2_r005_m400.01 7 76 1055 366 1055 367
si2_b06m_m400.03 4 10 17 17 17 17
si2_b06m_m400.06 4 6 18 18 18 18
si2_b06m_m400.05 4 11 13 13 13 13
si2_b06m_m400.01 4 6 22 22 22 22
si2_b06m_m400.00 4 7 11 11 11 11
si2_b06m_m400.08 4 6 12 12 12 12
si2_b06m_m400.07 4 6 13 13 13 13
si2_b06m_m400.09 4 11 9 9 9 9
si2_b06m_m400.04 4 11 20 20 20 20
si2_b06m_m400.02 4 12 4 4 4 4
si6_r005_m600.02 7 2287 3063 NaN 3063 NaN
si6_r005_m600.08 7 1920 262 83 262 83
si6_r005_m600.03 7 2005 453 109 453 110
si6_r005_m600.05 7 2092 675 NaN 675 NaN
si6_r005_m600.07 7 1970 1576 NaN 1576 NaN
si6_r005_m600.04 7 2035 570 82 570 83
si6_r005_m600.06 7 2953 5391 NaN 5391 NaN
si6_r005_m600.01 7 1891 368 153 368 155
si6_r005_m600.09 7 2001 76 9 76 10
si6_r005_m600.00 7 1992 21 9 21 10
si6_r005_m200.02 7 38 179 90 179 91
si6_r005_m200.08 7 37 24 24 24 24
si6_r005_m200.09 7 38 75 43 75 43
si6_r005_m200.05 7 54 31 22 31 22
si6_r005_m200.03 7 35 22 19 22 19
si6_r005_m200.00 7 38 195 83 195 83
si6_r005_m200.04 7 35 4 4 4 4
si6_r005_m200.07 7 35 22 11 22 11
si6_r005_m200.01 7 35 23 11 23 11
si6_r005_m200.06 7 33 23 17 23 17
si2_m4Dr6_m625.06 6 28 34 33 34 34
si2_m4Dr6_m625.08 6 28 21 21 21 21
si2_m4Dr6_m625.07 6 31 23 16 23 16
si2_m4Dr6_m625.03 6 19 54 34 54 35
si2_m4Dr6_m625.04 6 18 13 13 13 13
si2_m4Dr6_m625.05 6 17 23 23 23 23
si2_m4Dr6_m625.09 6 19 28 26 28 26
si2_m4Dr6_m625.01 6 18 16 16 16 16
si2_m4Dr6_m625.02 6 31 65 29 65 29
si2_m4Dr6_m625.00 6 16 22 22 22 22
si6_b03_m800.02 3 125 3 3 3 3
si6_b03_m800.04 3 87 3 3 3 3
si6_b03_m800.03 3 123 3 3 3 3
si6_b03_m800.05 3 86 3 3 3 3
si6_b03_m800.06 3 83 3 3 3 3
si6_b03_m800.01 3 128 3 3 3 3
si6_b03_m800.00 3 87 3 3 3 3
si6_b03_m800.07 3 84 3 3 3 3
si6_b03_m800.09 3 84 3 3 3 3
si6_b03_m800.08 3 121 3 3 3 3
si4_m4D_m1296.09 5 164 3 3 3 3
si4_m4D_m1296.06 5 130 3 3 3 3
si4_m4D_m1296.05 5 149 3 4 3 3
si4_m4D_m1296.00 5 800 249 939 249 944
si4_m4D_m1296.03 5 420 643 742 643 607
si4_m4D_m1296.04 5 137 3 3 3 3
si4_m4D_m1296.08 5 1926 31627 659 31627 1655
si4_m4D_m1296.02 5 377 70 269 70 70
si4_m4D_m1296.01 5 172 3 4 3 3
si4_m4D_m1296.07 5 131 3 3 3 3
si6_b03m_m400.03 4 12 22 22 22 22
si6_b03m_m400.01 4 13 13 13 13 13
si6_b03m_m400.09 4 12 30 30 30 30
si6_b03m_m400.08 4 13 11 11 11 11
si6_b03m_m400.07 4 13 13 13 13 13
si6_b03m_m400.02 4 12 16 16 16 16
si6_b03m_m400.05 4 12 25 25 25 25
si6_b03m_m400.00 4 20 17 17 17 17
si6_b03m_m400.06 4 12 21 21 21 21
si6_b03m_m400.04 4 13 17 17 17 17
si4_m4D_m256.07 5 5 3 3 3 3
si4_m4D_m256.06 5 5 3 3 3 3
si4_m4D_m256.05 5 9 4 7 4 4
si4_m4D_m256.08 5 5 10 9 10 6
si4_m4D_m256.04 5 5 9 7 9 7
si4_m4D_m256.09 5 5 4 4 4 4
si4_m4D_m256.02 5 8 4 4 4 4
si4_m4D_m256.00 5 9 4 4 4 4
si4_m4D_m256.03 5 5 3 4 3 3
si4_m4D_m256.01 5 8 7 6 7 5
si6_b06m_m800.07 4 72 6 6 6 6
si6_b06m_m800.04 4 102 13 13 13 13
si6_b06m_m800.01 4 82 6 6 6 6
si6_b06m_m800.00 4 101 10 10 10 10
si6_b06m_m800.05 4 65 5 5 5 5
si6_b06m_m800.08 4 77 7 7 7 7
si6_b06m_m800.09 4 101 6 6 6 6
si6_b06m_m800.02 4 67 10 10 10 10
si6_b06m_m800.03 4 61 6 6 6 6
si6_b06m_m800.06 4 97 5 5 5 5
si4_r001_m400.08 7 55 286 55 286 59
si4_r001_m400.06 7 18 14 14 14 14
si4_r001_m400.02 7 18 28 25 28 25
si4_r001_m400.00 7 22 48 32 48 33
si4_r001_m400.04 7 22 100 28 100 28
si4_r001_m400.03 7 19 54 31 54 31
si4_r001_m400.09 7 31 33 29 33 29
si4_r001_m400.05 7 74 929 337 929 512
si4_r001_m400.01 7 32 36 35 36 36
si4_r001_m400.07 7 41 767 52 767 54
si2_m4Dr6_m1296.00 6 81 38 37 38 38
si2_m4Dr6_m1296.01 6 97 44 43 44 43
si2_m4Dr6_m1296.09 6 75 42 42 42 42
si2_m4Dr6_m1296.06 6 73 48 48 48 48
si2_m4Dr6_m1296.03 6 78 18 18 18 18
si2_m4Dr6_m1296.02 6 82 28 28 28 28
si2_m4Dr6_m1296.05 6 81 41 41 41 41
si2_m4Dr6_m1296.08 6 82 28 28 28 28
si2_m4Dr6_m1296.04 6 130 35 33 33 35
si2_m4Dr6_m1296.07 6 149 34 34 34 34
si2_b03_m800.07 3 31 3 3 3 3
si2_b03_m800.08 3 47 3 3 3 3
si2_b03_m800.04 3 27 3 3 3 3
si2_b03_m800.05 3 47 3 3 3 3
si2_b03_m800.09 3 46 3 3 3 3
si2_b03_m800.00 3 27 3 3 3 3
si2_b03_m800.02 3 46 3 3 3 3
si2_b03_m800.03 3 27 3 3 3 3
si2_b03_m800.01 3 27 3 3 3 3
si2_b03_m800.06 3 27 3 3 3 3
si4_b03m_m200.05 4 2 11 11 11 11
si4_b03m_m200.02 4 2 20 20 20 20
si4_b03m_m200.04 4 2 15 15 15 15
si4_b03m_m200.07 4 3 10 10 10 10
si4_b03m_m200.00 4 3 13 13 13 13
si4_b03m_m200.06 4 3 13 13 13 13
si4_b03m_m200.03 4 2 12 12 12 12
si4_b03m_m200.09 4 2 18 18 18 18
si4_b03m_m200.08 4 2 16 16 16 16
si4_b03m_m200.01 4 3 22 22 22 22
si2_b06m_m200.04 4 2 8 8 8 8
si2_b06m_m200.03 4 3 8 8 8 8
si2_b06m_m200.08 4 3 2 2 2 2
si2_b06m_m200.06 4 2 10 10 10 10
si2_b06m_m200.05 4 1 8 8 8 8
si2_b06m_m200.02 4 2 1 1 1 1
si2_b06m_m200.00 4 3 15 15 15 15
si2_b06m_m200.01 4 2 13 14 13 13
si2_b06m_m200.09 4 3 5 5 5 5
si2_b06m_m200.07 4 2 7 7 7 7
si6_m4Dr4_m625.05 6 47 3 3 3 3
si6_m4Dr4_m625.09 6 47 4 4 4 4
si6_m4Dr4_m625.04 6 51 8 8 8 8
si6_m4Dr4_m625.00 6 94 1 1 1 1
si6_m4Dr4_m625.08 6 49 6 6 6 6
si6_m4Dr4_m625.06 6 44 5 5 5 5
si6_m4Dr4_m625.01 6 51 5 5 5 5
si6_m4Dr4_m625.03 6 87 2 2 2 2
si6_m4Dr4_m625.07 6 55 7 7 7 7
si6_m4Dr4_m625.02 6 75 2 2 2 2
si4_b03_m200.06 3 5 3 3 3 3
si4_b03_m200.02 3 3 3 3 3 3
si4_b03_m200.07 3 3 3 3 3 3
si4_b03_m200.04 3 6 3 3 3 3
si4_b03_m200.03 3 3 3 3 3 3
si4_b03_m200.05 3 3 3 3 3 3
si4_b03_m200.09 3 4 3 3 3 3
si4_b03_m200.01 3 5 3 3 3 3
si4_b03_m200.00 3 5 3 3 3 3
si4_b03_m200.08 3 5 3 3 3 3
si2_b03_m400.03 3 7 3 3 3 3
si2_b03_m400.06 3 11 3 3 3 3
si2_b03_m400.07 3 7 3 3 3 3
si2_b03_m400.01 3 12 3 3 3 3
si2_b03_m400.05 3 7 3 3 3 3
si2_b03_m400.09 3 8 3 3 3 3
si2_b03_m400.02 3 12 3 3 3 3
si2_b03_m400.00 3 13 3 3 3 3
si2_b03_m400.08 3 12 3 3 3 3
si2_b03_m400.04 3 11 3 3 3 3
si4_b09_m200.02 3 11 3 3 3 3
si4_b09_m200.01 3 20 3 3 3 3
si4_b09_m200.00 3 11 3 3 3 3
si4_b09_m200.09 3 18 3 3 3 3
si4_b09_m200.08 3 11 3 3 3 3
si4_b09_m200.04 3 11 3 3 3 3
si4_b09_m200.06 3 18 3 3 3 3
si4_b09_m200.05 3 11 3 3 3 3
si4_b09_m200.07 3 12 3 3 3 3
si4_b09_m200.03 3 11 3 3 3 3
si4_m4Dr4_m256.05 6 8 3 3 3 3
si4_m4Dr4_m256.09 6 5 3 3 3 3
si4_m4Dr4_m256.01 6 8 8 8 8 8
si4_m4Dr4_m256.03 6 6 7 6 7 6
si4_m4Dr4_m256.06 6 9 12 12 12 12
si4_m4Dr4_m256.07 6 9 1 1 1 1
si4_m4Dr4_m256.00 6 10 6 6 6 6
si4_m4Dr4_m256.02 6 5 3 3 3 3
si4_m4Dr4_m256.08 6 6 5 5 5 5
si4_m4Dr4_m256.04 6 6 7 7 7 7
si2_m4D_m625.01 5 21 285 279 285 238
si2_m4D_m625.00 5 26 3 3 3 3
si2_m4D_m625.08 5 140 294 247 294 247
si2_m4D_m625.04 5 16 14 8 14 10
si2_m4D_m625.09 5 216 1462 685 1462 1012
si2_m4D_m625.02 5 24 48 4 48 6
si2_m4D_m625.05 5 46 644 624 644 570
si2_m4D_m625.06 5 137 509 527 509 456
si2_m4D_m625.07 5 57 627 564 627 529
si2_m4D_m625.03 5 17 35 9 35 7
si4_b09_m800.03 3 222 3 3 3 3
si4_b09_m800.02 3 181 3 3 3 3
si4_b09_m800.09 3 204 3 3 3 3
si4_b09_m800.06 3 245 3 3 3 3
si4_b09_m800.04 3 182 3 3 3 3
si4_b09_m800.05 3 216 3 3 3 3
si4_b09_m800.00 3 200 3 3 3 3
si4_b09_m800.01 3 180 3 3 3 3
si4_b09_m800.07 3 181 3 3 3 3
si4_b09_m800.08 3 181 3 3 3 3
si2_m4Dr4_m256.05 6 3 7 7 7 7
si2_m4Dr4_m256.02 6 5 10 9 10 9
si2_m4Dr4_m256.00 6 5 19 11 19 14
si2_m4Dr4_m256.07 6 6 5 5 5 5
si2_m4Dr4_m256.03 6 3 21 12 21 14
si2_m4Dr4_m256.06 6 3 12 12 12 12
si2_m4Dr4_m256.04 6 3 14 9 14 9
si2_m4Dr4_m256.09 6 3 14 13 14 13
si2_m4Dr4_m256.01 6 3 5 5 5 5
si2_m4Dr4_m256.08 6 4 91 29 91 35
si6_m4Dr2_m256.04 6 8 8 8 8 8
si6_m4Dr2_m256.08 6 7 2 2 2 2
si6_m4Dr2_m256.00 6 12 1 1 1 1
si6_m4Dr2_m256.07 6 7 5 5 5 5
si6_m4Dr2_m256.01 6 14 3 2 2 3
si6_m4Dr2_m256.09 6 8 3 3 3 3
si6_m4Dr2_m256.03 6 9 2 2 2 2
si6_m4Dr2_m256.05 6 8 2 2 2 2
si6_m4Dr2_m256.02 6 13 2 2 2 2
si6_m4Dr2_m256.06 6 13 7 7 7 7
si6_b06_m800.00 3 164 3 3 3 3
si6_b06_m800.05 3 190 3 3 3 3
si6_b06_m800.02 3 189 3 3 3 3
si6_b06_m800.07 3 258 3 3 3 3
si6_b06_m800.08 3 160 3 3 3 3
si6_b06_m800.09 3 200 3 3 3 3
si6_b06_m800.06 3 163 3 3 3 3
si6_b06_m800.01 3 162 3 3 3 3
si6_b06_m800.04 3 161 3 3 3 3
si6_b06_m800.03 3 174 3 3 3 3
si4_b09m_m800.06 4 59 8 8 8 8
si4_b09m_m800.01 4 67 9 9 9 9
si4_b09m_m800.02 4 68 5 5 5 5
si4_b09m_m800.08 4 79 2 2 2 2
si4_b09m_m800.04 4 66 3 3 3 3
si4_b09m_m800.03 4 58 6 6 6 6
si4_b09m_m800.09 4 75 6 6 6 6
si4_b09m_m800.05 4 52 5 5 5 5
si4_b09m_m800.00 4 87 4 4 4 4
si4_b09m_m800.07 4 83 6 6 6 6
si2_b06_m800.04 3 89 3 3 3 3
si2_b06_m800.07 3 53 3 3 3 3
si2_b06_m800.02 3 76 3 3 3 3
si2_b06_m800.00 3 69 3 3 3 3
si2_b06_m800.03 3 88 3 3 3 3
si2_b06_m800.05 3 90 3 3 3 3
si2_b06_m800.09 3 53 3 3 3 3
si2_b06_m800.01 3 53 3 3 3 3
si2_b06_m800.08 3 91 3 3 3 3
si2_b06_m800.06 3 53 3 3 3 3
si6_m4D_m256.03 5 8 3 3 3 3
si6_m4D_m256.08 5 13 3 3 3 3
si6_m4D_m256.07 5 12 3 3 3 3
si6_m4D_m256.00 5 12 3 3 3 3
si6_m4D_m256.01 5 12 3 3 3 3
si6_m4D_m256.05 5 8 3 3 3 3
si6_m4D_m256.09 5 9 21 19 21 23
si6_m4D_m256.04 5 8 3 4 3 3
si6_m4D_m256.02 5 13 3 3 3 3
si6_m4D_m256.06 5 8 3 3 3 3
si2_b06m_m800.07 4 24 24 24 24 24
si2_b06m_m800.02 4 25 20 20 20 20
si2_b06m_m800.03 4 44 29 29 29 29
si2_b06m_m800.01 4 20 26 26 26 26
si2_b06m_m800.08 4 38 23 23 23 23
si2_b06m_m800.04 4 23 21 21 21 21
si2_b06m_m800.06 4 41 17 17 17 17
si2_b06m_m800.09 4 36 21 21 21 21
si2_b06m_m800.05 4 37 25 25 25 25
si2_b06m_m800.00 4 25 20 20 20 20
si4_b06m_m200.00 4 3 9 9 9 9
si4_b06m_m200.08 4 3 5 5 5 5
si4_b06m_m200.05 4 3 6 6 6 6
si4_b06m_m200.09 4 5 6 6 6 6
si4_b06m_m200.01 4 3 2 2 2 2
si4_b06m_m200.07 4 3 6 6 6 6
si4_b06m_m200.02 4 5 5 5 5 5
si4_b06m_m200.04 4 5 4 4 4 4
si4_b06m_m200.06 4 3 4 4 4 4
si4_b06m_m200.03 4 5 8 8 8 8
si6_r001_m400.09 7 34 16 12 16 12
si6_r001_m400.05 7 31 14 14 14 14
si6_r001_m400.00 7 32 17 16 17 16
si6_r001_m400.04 7 32 9 9 9 9
si6_r001_m400.07 7 32 8 8 8 8
si6_r001_m400.06 7 31 13 13 13 13
si6_r001_m400.02 7 53 8 8 8 8
si6_r001_m400.03 7 31 13 13 13 13
si6_r001_m400.08 7 50 34 21 34 22
si6_r001_m400.01 7 33 7 7 7 7
si6_m4D_m625.00 5 67 3 3 3 3
si6_m4D_m625.07 5 140 189 129 189 128
si6_m4D_m625.05 5 132 102 121 102 73
si6_m4D_m625.08 5 42 3 3 3 3
si6_m4D_m625.02 5 43 3 3 3 3
si6_m4D_m625.03 5 293 5766 2081 5766 2289
si6_m4D_m625.04 5 43 3 3 3 3
si6_m4D_m625.09 5 108 1171 99 1171 90
si6_m4D_m625.01 5 44 3 3 3 3
si6_m4D_m625.06 5 56 141 61 141 88
si6_b09m_m800.02 4 129 1 1 1 1
si6_b09m_m800.09 4 95 5 5 5 5
si6_b09m_m800.04 4 99 1 1 1 1
si6_b09m_m800.07 4 93 2 2 2 2
si6_b09m_m800.00 4 88 1 1 1 1
si6_b09m_m800.05 4 89 2 2 2 2
si6_b09m_m800.03 4 98 1 1 1 1
si6_b09m_m800.01 4 103 2 2 2 2
si6_b09m_m800.06 4 93 1 1 1 1
si6_b09m_m800.08 4 91 3 3 3 3
si4_m4Dr6_m1296.01 6 187 10 10 10 10
si4_m4Dr6_m1296.07 6 175 13 13 13 13
si4_m4Dr6_m1296.06 6 165 27 27 27 27
si4_m4Dr6_m1296.02 6 175 25 25 25 25
si4_m4Dr6_m1296.08 6 159 18 18 18 18
si4_m4Dr6_m1296.03 6 199 17 17 17 17
si4_m4Dr6_m1296.00 6 201 17 14 17 14
si4_m4Dr6_m1296.09 6 177 27 27 27 27
si4_m4Dr6_m1296.05 6 164 19 19 19 19
si4_m4Dr6_m1296.04 6 160 8 8 8 8
si2_b06_m400.09 3 14 3 3 3 3
si2_b06_m400.02 3 13 3 3 3 3
si2_b06_m400.00 3 25 3 3 3 3
si2_b06_m400.03 3 13 3 3 3 3
si2_b06_m400.07 3 23 3 3 3 3
si2_b06_m400.04 3 14 3 3 3 3
si2_b06_m400.05 3 13 3 3 3 3
si2_b06_m400.01 3 14 3 3 3 3
si2_b06_m400.08 3 15 3 3 3 3
si2_b06_m400.06 3 23 3 3 3 3
si4_r01_m200.01 7 379 24552 4430 24552 4976
si4_r01_m200.08 7 255 105936 NaN 105936 NaN
si4_r01_m200.03 7 175 1349 965 1349 676
si4_r01_m200.04 7 37 692 181 692 181
si4_r01_m200.07 7 225 2306 773 2306 1040
si4_r01_m200.02 7 1100 69293 4181 69293 NaN
si4_r01_m200.05 7 554 32834 4042 32834 NaN
si4_r01_m200.06 7 78 75 17 75 18
si4_r01_m200.00 7 590 6014 1894 6014 1621
si4_r01_m200.09 7 186 47163 2648 47163 785
si2_r001_m400.06 7 2668 151676 3554 151676 9119
si2_r001_m400.08 7 32 1323 230 1323 242
si2_r001_m400.09 7 1560 54318 6108 54318 3402
si2_r001_m400.01 7 12 88 49 88 49
si2_r001_m400.03 7 77 3070 560 3070 620
si2_r001_m400.04 7 8924 880276 96 880276 16209
si2_r001_m400.05 7 75 456 68 456 87
si2_r001_m400.02 7 41 2754 87 2754 94
si2_r001_m400.00 7 13 252 72 252 75
si2_r001_m400.07 7 86572 4554339 NaN 4554339 NaN
si4_b03m_m800.03 4 32 51 51 51 51
si4_b03m_m800.05 4 31 44 44 44 44
si4_b03m_m800.06 4 31 71 71 71 71
si4_b03m_m800.01 4 32 49 49 49 49
si4_b03m_m800.08 4 49 66 66 66 66
si4_b03m_m800.09 4 49 51 51 51 51
si4_b03m_m800.00 4 32 38 38 38 38
si4_b03m_m800.02 4 32 39 39 39 39
si4_b03m_m800.07 4 52 33 33 33 33
si4_b03m_m800.04 4 34 65 65 65 65
si2_r01_m200.03 7 1219 250303 28115 250303 NaN
si2_r01_m200.00 7 5159 1070104 NaN 1070104 NaN
si2_r01_m200.05 7 1087 82155 13607 82155 18106
si2_r01_m200.01 7 613 113069 2508 113069 2838
si2_r01_m200.08 7 3514 497170 NaN 497170 NaN
si2_r01_m200.06 7 2041 246297 7475 246297 19057
si2_r01_m200.09 7 27213 1626058 NaN 1626058 NaN
si2_r01_m200.02 7 9095 1033287 NaN 1033287 NaN
si2_r01_m200.07 7 35559 5420614 NaN 5420614 NaN
si2_r01_m200.04 7 566 78831 7963 78831 16737
si2_r01_m400.04 7 10107 439688 NaN 439688 NaN
si2_r01_m400.00 7 30065 78892 NaN 78892 NaN
si2_r01_m400.07 7 18919 952518 NaN 952518 NaN
si2_r01_m400.09 7 352480 5106128 NaN 5106128 NaN
si2_r01_m400.01 7 7345 2031901 NaN 2031901 NaN
si2_r01_m400.03 7 1392 29949 NaN 29949 NaN
si2_r01_m400.02 7 63209 6245279 NaN 6245279 NaN
si2_r01_m400.05 7 82972 2972650 NaN 2972650 NaN
si2_r01_m400.06 7 3146 657651 NaN 657651 NaN
si2_r01_m400.08 7 9590 30523 NaN 30523 NaN
si4_m4D_m625.09 5 27 3 4 4 3
si4_m4D_m625.03 5 47 3 4 3 3
si4_m4D_m625.07 5 42 89 70 89 75
si4_m4D_m625.02 5 89 669 554 669 537
si4_m4D_m625.00 5 27 3 4 4 3
si4_m4D_m625.01 5 89 85 105 85 75
si4_m4D_m625.04 5 26 3 4 4 3
si4_m4D_m625.06 5 27 3 4 4 3
si4_m4D_m625.08 5 45 537 403 537 395
si4_m4D_m625.05 5 28 3 4 4 3
si6_m4Dr6_m256.05 6 9 4 4 4 4
si6_m4Dr6_m256.04 6 9 2 2 2 2
si6_m4Dr6_m256.03 6 9 2 2 2 2
si6_m4Dr6_m256.02 6 13 3 3 3 3
si6_m4Dr6_m256.08 6 8 4 4 4 4
si6_m4Dr6_m256.00 6 16 2 2 2 2
si6_m4Dr6_m256.09 6 8 1 1 1 1
si6_m4Dr6_m256.07 6 9 3 3 3 3
si6_m4Dr6_m256.06 6 14 3 3 3 3
si6_m4Dr6_m256.01 6 8 3 3 3 3
si6_b09_m400.07 3 104 3 3 3 3
si6_b09_m400.03 3 68 3 3 3 3
si6_b09_m400.04 3 69 3 3 3 3
si6_b09_m400.06 3 79 3 3 3 3
si6_b09_m400.05 3 86 3 3 3 3
si6_b09_m400.09 3 69 3 3 3 3
si6_b09_m400.02 3 87 3 3 3 3
si6_b09_m400.01 3 73 3 3 3 3
si6_b09_m400.08 3 93 3 3 3 3
si6_b09_m400.00 3 69 3 3 3 3
si6_b06_m400.03 3 67 3 3 3 3
si6_b06_m400.08 3 71 3 3 3 3
si6_b06_m400.07 3 40 3 3 3 3
si6_b06_m400.04 3 71 3 3 3 3
si6_b06_m400.05 3 61 3 3 3 3
si6_b06_m400.06 3 74 3 3 3 3
si6_b06_m400.02 3 40 3 3 3 3
