instance family glasgow hybrid-rbj hybrid-rbj-init hybrid-noedge-rbj hybrid-noedge-rbj-init
all-meshes-CVIU11-pattern3-target484 13 1254 3451 4177 1170 105
all-meshes-CVIU11-pattern3-target485 13 38 21 392 21 42
all-meshes-CVIU11-pattern3-target486 13 0 0 65 0 14
all-meshes-CVIU11-pattern3-target487 13 1768 1742 5271 1718 117
all-meshes-CVIU11-pattern3-target488 13 371 294 3602 313 81
all-meshes-CVIU11-pattern3-target489 13 944 3942 4176 827 101
all-meshes-CVIU11-pattern3-target490 13 162 366 482 139 49
all-meshes-CVIU11-pattern3-target491 13 3182 1450 950 781 78
all-meshes-CVIU11-pattern3-target492 13 0 1 107 1 8
all-meshes-CVIU11-pattern3-target493 13 44 62 722 51 66
all-meshes-CVIU11-pattern3-target495 13 12 8 3417 11 113
all-meshes-CVIU11-pattern3-target496 13 165 295 497 171 32
all-meshes-CVIU11-pattern3-target497 13 136 136 742 131 74
all-meshes-CVIU11-pattern3-target498 13 45 132 182 81 13
all-meshes-CVIU11-pattern3-target499 13 50 301 314 82 17
all-meshes-CVIU11-pattern3-target5 13 0 0 57 0 13
all-meshes-CVIU11-pattern3-target50 13 2 3 799 3 67
all-meshes-CVIU11-pattern3-target500 13 67 268 355 118 40
all-meshes-CVIU11-pattern3-target501 13 1319 1940 3760 1347 143
all-meshes-CVIU11-pattern3-target502 13 316 530 958 348 49
all-meshes-CVIU11-pattern3-target503 13 267 736 999 241 52
all-meshes-CVIU11-pattern3-target504 13 4 3 1007 3 81
all-meshes-CVIU11-pattern3-target505 13 1253 1219 4376 1187 140
all-meshes-CVIU11-pattern3-target506 13 23 40 100 39 19
all-meshes-CVIU11-pattern3-target507 13 760 974 261 484 36
all-meshes-CVIU11-pattern3-target508 13 712 1881 1025 1189 46
all-meshes-CVIU11-pattern3-target509 13 166 318 485 172 46
all-meshes-CVIU11-pattern3-target51 13 2 2 661 2 65
all-meshes-CVIU11-pattern3-target510 13 1011 762 7631 781 145
all-meshes-CVIU11-pattern3-target511 13 938 851 3923 836 127
all-meshes-CVIU11-pattern3-target513 13 2 3 778 2 26
all-meshes-CVIU11-pattern3-target514 13 22 21 372 21 25
all-meshes-CVIU11-pattern3-target515 13 53 29 623 30 29
all-meshes-CVIU11-pattern3-target517 13 16 16 7266 23 190
all-meshes-CVIU11-pattern3-target518 13 2275 15929 1590 5615 64
all-meshes-CVIU11-pattern3-target519 13 20 35 102 21 9
all-meshes-CVIU11-pattern3-target52 13 83 124 313 103 33
all-meshes-CVIU11-pattern3-target520 13 2488 12950 4111 4640 125
all-meshes-CVIU11-pattern3-target521 13 182 186 568 132 40
all-meshes-CVIU11-pattern3-target522 13 3130 30881 1546 6904 49
all-meshes-CVIU11-pattern3-target523 13 36 148 153 58 23
all-meshes-CVIU11-pattern3-target524 13 32 28 447 29 55
all-meshes-CVIU11-pattern3-target525 13 909 1896 2730 946 113
all-meshes-CVIU11-pattern3-target526 13 136 327 447 163 45
all-meshes-CVIU11-pattern3-target527 13 2 3 610 3 48
all-meshes-CVIU11-pattern3-target529 13 63 157 258 66 25
all-meshes-CVIU11-pattern3-target53 13 225 182 690 215 55
all-meshes-CVIU11-pattern3-target530 13 0 0 137 0 15
all-meshes-CVIU11-pattern3-target54 13 183 206 689 178 39
all-meshes-CVIU11-pattern3-target55 13 714 1232 2075 733 69
all-meshes-CVIU11-pattern3-target56 13 544 9973 273 3398 24
all-meshes-CVIU11-pattern3-target58 13 43 123 141 47 14
all-meshes-CVIU11-pattern3-target59 13 45 39 471 26 28
all-meshes-CVIU11-pattern3-target6 13 403 930 1382 388 53
all-meshes-CVIU11-pattern3-target60 13 126 375 530 128 56
all-meshes-CVIU11-pattern3-target61 13 126 381 457 148 50
all-meshes-CVIU11-pattern3-target62 13 32 30 439 40 52
all-meshes-CVIU11-pattern3-target63 13 51 44 487 42 27
all-meshes-CVIU11-pattern3-target64 13 137 284 360 143 57
all-meshes-CVIU11-pattern3-target65 13 3145 2977 7123 3002 134
all-meshes-CVIU11-pattern3-target66 13 309 263 3318 243 141
all-meshes-CVIU11-pattern3-target67 13 26 66 91 34 14
all-meshes-CVIU11-pattern3-target68 13 1987 3290 5254 1963 132
all-meshes-CVIU11-pattern3-target69 13 17 16 289 25 37
all-meshes-CVIU11-pattern3-target7 13 14 13 198 8 21
all-meshes-CVIU11-pattern3-target70 13 2034 7328 5307 1935 118
all-meshes-CVIU11-pattern3-target72 13 362 530 931 323 54
all-meshes-CVIU11-pattern3-target73 13 225 385 624 234 33
all-meshes-CVIU11-pattern3-target74 13 481 1075 1739 464 99
all-meshes-CVIU11-pattern3-target76 13 1332 1274 4218 1336 116
all-meshes-CVIU11-pattern3-target77 13 451 1014 1605 388 58
all-meshes-CVIU11-pattern3-target78 13 216 386 499 189 53
all-meshes-CVIU11-pattern3-target79 13 1920 4040 5561 1853 151
all-meshes-CVIU11-pattern3-target8 13 73 200 213 102 30
all-meshes-CVIU11-pattern3-target80 13 606 2756 3102 515 69
all-meshes-CVIU11-pattern3-target82 13 298 590 914 314 83
all-meshes-CVIU11-pattern3-target84 13 156 130 1237 156 50
all-meshes-CVIU11-pattern3-target85 13 355 331 1844 332 73
all-meshes-CVIU11-pattern3-target86 13 3088 2961 7790 3021 143
all-meshes-CVIU11-pattern3-target87 13 1314 5195 5056 1250 113
all-meshes-CVIU11-pattern3-target88 13 14 14 267 13 20
all-meshes-CVIU11-pattern3-target89 13 499 860 1465 526 95
all-meshes-CVIU11-pattern3-target9 13 32 18 265 19 44
all-meshes-CVIU11-pattern3-target91 13 140 406 541 145 55
all-meshes-CVIU11-pattern3-target92 13 9 14 155 13 21
all-meshes-CVIU11-pattern3-target93 13 1375 1119 6651 1154 138
all-meshes-CVIU11-pattern3-target94 13 230 214 1657 184 62
all-meshes-CVIU11-pattern3-target97 13 1130 2443 3516 1125 92
all-meshes-CVIU11-pattern3-target98 13 17 12 5340 13 113
all-meshes-CVIU11-pattern4-target1 13 0 0 187 0 24
all-meshes-CVIU11-pattern4-target10 13 2 2 349 2 42
all-meshes-CVIU11-pattern4-target100 13 19 25 2833 21 134
all-meshes-CVIU11-pattern4-target102 13 394 372 1354 358 89
all-meshes-CVIU11-pattern4-target103 13 10 10 1981 14 126
all-meshes-CVIU11-pattern4-target104 13 0 0 35 0 6
all-meshes-CVIU11-pattern4-target106 13 0 0 176 0 21
all-meshes-CVIU11-pattern4-target107 13 1039 979 2209 1006 119
all-meshes-CVIU11-pattern4-target108 13 2 3 446 2 24
all-meshes-CVIU11-pattern4-target109 13 7 6 138 9 25
all-meshes-CVIU11-pattern4-target11 13 0 0 118 0 24
all-meshes-CVIU11-pattern4-target110 13 0 0 184 0 15
all-meshes-CVIU11-pattern4-target111 13 2 3 350 3 49
all-meshes-CVIU11-pattern4-target112 13 348 342 1635 371 119
all-meshes-CVIU11-pattern4-target113 13 3 3 365 2 52
all-meshes-CVIU11-pattern4-target114 13 2 1 242 2 18
all-meshes-CVIU11-pattern4-target115 13 3 4 88 3 22
all-meshes-CVIU11-pattern4-target116 13 0 0 95 0 18
all-meshes-CVIU11-pattern4-target117 13 2 3 51 3 8
all-meshes-CVIU11-pattern4-target118 13 1 1 31 1 7
all-meshes-CVIU11-pattern4-target119 13 1 1 269 2 27
all-meshes-CVIU11-pattern4-target12 13 0 0 50 0 4
all-meshes-CVIU11-pattern4-target120 13 0 0 181 0 39
all-meshes-CVIU11-pattern4-target121 13 1 1 40 2 6
all-meshes-CVIU11-pattern4-target122 13 4 6 119 6 30
all-meshes-CVIU11-pattern4-target123 13 0 0 145 0 27
all-meshes-CVIU11-pattern4-target124 13 8 8 1485 8 83
all-meshes-CVIU11-pattern4-target125 13 2 2 371 2 41
all-meshes-CVIU11-pattern4-target126 13 14 15 2539 18 85
all-meshes-CVIU11-pattern4-target127 13 0 0 180 0 28
all-meshes-CVIU11-pattern4-target128 13 0 0 52 0 10
all-meshes-CVIU11-pattern4-target129 13 20 14 2320 12 186
all-meshes-CVIU11-pattern4-target13 13 2 2 316 2 31
all-meshes-CVIU11-pattern4-target130 13 5 6 848 6 61
all-meshes-CVIU11-pattern4-target131 13 2 2 351 2 45
all-meshes-CVIU11-pattern4-target132 13 9 8 1633 8 137
all-meshes-CVIU11-pattern4-target133 13 5 4 781 4 53
all-meshes-CVIU11-pattern4-target134 13 35 29 3342 18 108
all-meshes-CVIU11-pattern4-target135 13 0 0 50 0 11
all-meshes-CVIU11-pattern4-target136 13 12 11 1508 8 101
all-meshes-CVIU11-pattern4-target137 13 2 2 359 3 30
all-meshes-CVIU11-pattern4-target138 13 3 2 367 3 26
all-meshes-CVIU11-pattern4-target139 13 17 18 3106 22 131
all-meshes-CVIU11-pattern4-target14 13 0 0 106 0 13
all-meshes-CVIU11-pattern4-target140 13 2 2 325 1 68
all-meshes-CVIU11-pattern4-target141 13 2 3 350 3 32
all-meshes-CVIU11-pattern4-target143 13 0 0 76 0 16
all-meshes-CVIU11-pattern4-target144 13 0 0 158 0 17
all-meshes-CVIU11-pattern4-target145 13 0 0 185 0 32
all-meshes-CVIU11-pattern4-target146 13 2 2 317 2 56
all-meshes-CVIU11-pattern4-target147 13 2 2 429 2 36
all-meshes-CVIU11-pattern4-target148 13 99 124 796 76 54
all-meshes-CVIU11-pattern4-target149 13 93 96 345 88 42
all-meshes-CVIU11-pattern4-target15 13 3 3 487 2 37
all-meshes-CVIU11-pattern4-target150 13 11 11 1956 12 127
all-meshes-CVIU11-pattern4-target151 13 0 0 204 0 17
all-meshes-CVIU11-pattern4-target152 13 12 10 1954 14 125
all-meshes-CVIU11-pattern4-target153 13 0 0 31 0 10
all-meshes-CVIU11-pattern4-target154 13 2 3 302 2 22
all-meshes-CVIU11-pattern4-target155 13 120 114 816 114 66
all-meshes-CVIU11-pattern4-target156 13 9 8 1424 11 56
all-meshes-CVIU11-pattern4-target157 13 60 84 437 57 44
all-meshes-CVIU11-pattern4-target158 13 10 13 1925 10 79
all-meshes-CVIU11-pattern4-target159 13 0 0 28 0 10
all-meshes-CVIU11-pattern4-target16 13 4 3 514 3 32
all-meshes-CVIU11-pattern4-target160 13 2 1 243 1 56
all-meshes-CVIU11-pattern4-target161 13 3 4 437 2 31
all-meshes-CVIU11-pattern4-target162 13 8 5 975 5 69
all-meshes-CVIU11-pattern4-target163 13 187 187 573 249 60
all-meshes-CVIU11-pattern4-target164 13 4 4 705 4 80
all-meshes-CVIU11-pattern4-target165 13 0 0 117 0 7
all-meshes-CVIU11-pattern4-target166 13 0 0 39 0 5
all-meshes-CVIU11-pattern4-target167 13 7 5 970 5 58
all-meshes-CVIU11-pattern4-target168 13 2 2 386 1 39
all-meshes-CVIU11-pattern4-target169 13 9 9 1661 14 117
all-meshes-CVIU11-pattern4-target17 13 4 2 413 2 70
all-meshes-CVIU11-pattern4-target170 13 0 0 171 0 28
all-meshes-CVIU11-pattern4-target171 13 0 0 174 0 32
all-meshes-CVIU11-pattern4-target172 13 0 0 190 0 14
all-meshes-CVIU11-pattern4-target173 13 1 2 249 1 30
all-meshes-CVIU11-pattern4-target174 13 0 0 172 0 14
all-meshes-CVIU11-pattern4-target175 13 0 0 55 0 6
all-meshes-CVIU11-pattern4-target176 13 0 0 47 0 11
all-meshes-CVIU11-pattern4-target177 13 0 0 119 0 27
all-meshes-CVIU11-pattern4-target178 13 0 0 170 0 17
all-meshes-CVIU11-pattern4-target179 13 0 0 59 0 19
all-meshes-CVIU11-pattern4-target18 13 4 3 493 3 45
all-meshes-CVIU11-pattern4-target180 13 25 26 198 39 21
all-meshes-CVIU11-pattern4-target181 13 0 0 98 0 14
all-meshes-CVIU11-pattern4-target182 13 1 2 210 2 44
all-meshes-CVIU11-pattern4-target184 13 0 0 77 0 9
all-meshes-CVIU11-pattern4-target185 13 1574 1581 2336 1619 127
all-meshes-CVIU11-pattern4-target186 13 2054 1944 3162 1915 126
all-meshes-CVIU11-pattern4-target187 13 18 12 1932 10 76
all-meshes-CVIU11-pattern4-target188 13 3 3 530 3 67
all-meshes-CVIU11-pattern4-target189 13 7 5 886 5 55
all-meshes-CVIU11-pattern4-target19 13 2 2 404 2 57
all-meshes-CVIU11-pattern4-target190 13 0 0 154 0 25
all-meshes-CVIU11-pattern4-target191 13 882 729 2741 751 167
all-meshes-CVIU11-pattern4-target192 13 2 2 373 3 63
all-meshes-CVIU11-pattern4-target193 13 5 6 846 5 83
all-meshes-CVIU11-pattern4-target194 13 4 2 465 3 96
all-meshes-CVIU11-pattern4-target195 13 9 8 1106 8 94
all-meshes-CVIU11-pattern4-target196 13 3 2 101 2 11
all-meshes-CVIU11-pattern4-target197 13 1 1 198 1 36
all-meshes-CVIU11-pattern4-target198 13 0 0 47 0 14
all-meshes-CVIU11-pattern4-target199 13 0 0 81 0 21
all-meshes-CVIU11-pattern4-target2 13 26 18 2909 21 118
all-meshes-CVIU11-pattern4-target20 13 3 2 478 3 59
all-meshes-CVIU11-pattern4-target200 13 0 0 161 0 14
all-meshes-CVIU11-pattern4-target201 13 6 6 1122 6 67
all-meshes-CVIU11-pattern4-target202 13 20 18 209 18 19
all-meshes-CVIU11-pattern4-target203 13 3 4 547 3 65
all-meshes-CVIU11-pattern4-target204 13 10 10 1679 8 75
all-meshes-CVIU11-pattern4-target205 13 0 0 229 0 16
all-meshes-CVIU11-pattern4-target206 13 26 23 3274 27 79
all-meshes-CVIU11-pattern4-target207 13 0 0 139 0 17
all-meshes-CVIU11-pattern4-target208 13 5 6 934 5 76
all-meshes-CVIU11-pattern4-target209 13 3 3 558 4 91
all-meshes-CVIU11-pattern4-target21 13 2 3 352 3 54
all-meshes-CVIU11-pattern4-target210 13 72 70 569 66 92
all-meshes-CVIU11-pattern4-target211 13 0 0 184 0 49
all-meshes-CVIU11-pattern4-target212 13 4 3 448 3 44
all-meshes-CVIU11-pattern4-target213 13 0 0 58 0 10
all-meshes-CVIU11-pattern4-target214 13 0 0 55 0 12
all-meshes-CVIU11-pattern4-target215 13 4 3 645 5 42
all-meshes-CVIU11-pattern4-target216 13 0 0 171 0 33
all-meshes-CVIU11-pattern4-target217 13 4 4 768 4 87
all-meshes-CVIU11-pattern4-target218 13 127 157 727 118 56
all-meshes-CVIU11-pattern4-target219 13 12 12 2113 12 126
all-meshes-CVIU11-pattern4-target22 13 3 3 511 3 47
all-meshes-CVIU11-pattern4-target220 13 0 0 70 0 11
all-meshes-CVIU11-pattern4-target221 13 3 3 510 3 49
all-meshes-CVIU11-pattern4-target222 13 0 0 188 0 40
all-meshes-CVIU11-pattern4-target223 13 5 5 801 6 70
all-meshes-CVIU11-pattern4-target224 13 1 1 275 1 55
all-meshes-CVIU11-pattern4-target225 13 8 8 1324 8 64
all-meshes-CVIU11-pattern4-target226 13 0 0 53 0 10
all-meshes-CVIU11-pattern4-target227 13 6 6 1139 8 59
all-meshes-CVIU11-pattern4-target228 13 12 12 2097 11 86
all-meshes-CVIU11-pattern4-target229 13 0 0 121 0 7
all-meshes-CVIU11-pattern4-target23 13 3 2 437 3 67
all-meshes-CVIU11-pattern4-target230 13 4 5 723 5 78
all-meshes-CVIU11-pattern4-target231 13 11 10 1896 9 154
all-meshes-CVIU11-pattern4-target232 13 1 1 258 2 28
all-meshes-CVIU11-pattern4-target233 13 1 1 311 2 55
all-meshes-CVIU11-pattern4-target234 13 2 2 98 3 12
all-meshes-CVIU11-pattern4-target235 13 1 2 190 1 15
all-meshes-CVIU11-pattern4-target237 13 0 0 150 0 28
all-meshes-CVIU11-pattern4-target238 13 9 8 1371 10 76
all-meshes-CVIU11-pattern4-target24 13 3 3 459 4 64
all-meshes-CVIU11-pattern4-target240 13 0 0 49 0 8
all-meshes-CVIU11-pattern4-target241 13 6 5 1004 5 101
all-meshes-CVIU11-pattern4-target242 13 358 290 1331 297 93
all-meshes-CVIU11-pattern4-target243 13 198 179 922 179 73
all-meshes-CVIU11-pattern4-target244 13 5 4 632 5 79
all-meshes-CVIU11-pattern4-target245 13 0 0 149 0 27
all-meshes-CVIU11-pattern4-target246 13 3 2 443 2 37
all-meshes-CVIU11-pattern4-target247 13 0 0 147 0 28
all-meshes-CVIU11-pattern4-target248 13 1 1 269 1 49
all-meshes-CVIU11-pattern4-target249 13 1 1 241 1 15
all-meshes-CVIU11-pattern4-target25 13 2 2 429 2 59
all-meshes-CVIU11-pattern4-target250 13 0 0 142 0 12
all-meshes-CVIU11-pattern4-target251 13 0 0 62 0 20
all-meshes-CVIU11-pattern4-target252 13 5 5 822 5 108
all-meshes-CVIU11-pattern4-target253 13 3 3 470 2 62
all-meshes-CVIU11-pattern4-target254 13 0 0 96 0 7
all-meshes-CVIU11-pattern4-target255 13 12 10 1946 13 75
all-meshes-CVIU11-pattern4-target256 13 19 18 3144 17 177
all-meshes-CVIU11-pattern4-target257 13 0 0 82 0 8
all-meshes-CVIU11-pattern4-target258 13 0 0 63 0 20
all-meshes-CVIU11-pattern4-target26 13 3 4 508 3 36
all-meshes-CVIU11-pattern4-target260 13 0 0 70 0 10
all-meshes-CVIU11-pattern4-target261 13 5 4 672 4 100
all-meshes-CVIU11-pattern4-target262 13 5 3 594 3 55
all-meshes-CVIU11-pattern4-target263 13 10 14 167 10 29
all-meshes-CVIU11-pattern4-target264 13 110 104 682 138 50
all-meshes-CVIU11-pattern4-target265 13 0 0 144 0 23
all-meshes-CVIU11-pattern4-target266 13 0 0 165 0 15
all-meshes-CVIU11-pattern4-target267 13 169 165 891 168 101
all-meshes-CVIU11-pattern4-target268 13 396 341 1645 362 79
all-meshes-CVIU11-pattern4-target269 13 3 3 401 3 25
all-meshes-CVIU11-pattern4-target27 13 3 2 462 2 35
all-meshes-CVIU11-pattern4-target270 13 2 3 418 2 58
all-meshes-CVIU11-pattern4-target271 13 0 0 62 0 13
all-meshes-CVIU11-pattern4-target272 13 0 0 118 0 26
all-meshes-CVIU11-pattern4-target273 13 24 23 3243 20 136
all-meshes-CVIU11-pattern4-target275 13 0 0 133 0 16
all-meshes-CVIU11-pattern4-target278 13 0 0 72 0 10
all-meshes-CVIU11-pattern4-target279 13 0 0 87 0 7
all-meshes-CVIU11-pattern4-target28 13 3 2 452 2 36
all-meshes-CVIU11-pattern4-target280 13 10 7 1307 9 101
all-meshes-CVIU11-pattern4-target281 13 322 298 1382 353 104
all-meshes-CVIU11-pattern4-target282 13 3 4 459 4 27
all-meshes-CVIU11-pattern4-target283 13 12 14 2025 14 132
all-meshes-CVIU11-pattern4-target284 13 2 2 442 3 71
all-meshes-CVIU11-pattern4-target285 13 597 565 1634 574 77
all-meshes-CVIU11-pattern4-target286 13 0 0 116 0 25
all-meshes-CVIU11-pattern4-target287 13 2 2 370 3 42
all-meshes-CVIU11-pattern4-target288 13 2 3 460 4 80
all-meshes-CVIU11-pattern4-target289 13 0 0 35 0 11
all-meshes-CVIU11-pattern4-target29 13 3 3 631 3 41
all-meshes-CVIU11-pattern4-target290 13 0 0 55 0 12
all-meshes-CVIU11-pattern4-target291 13 10 8 1703 10 94
all-meshes-CVIU11-pattern4-target292 13 3 2 361 2 26
all-meshes-CVIU11-pattern4-target293 13 0 0 48 0 5
all-meshes-CVIU11-pattern4-target294 13 5 4 591 4 88
all-meshes-CVIU11-pattern4-target295 13 3 3 370 2 38
all-meshes-CVIU11-pattern4-target296 13 0 0 59 0 7
all-meshes-CVIU11-pattern4-target297 13 4 4 527 3 41
all-meshes-CVIU11-pattern4-target298 13 0 0 290 0 24
all-meshes-CVIU11-pattern4-target299 13 0 0 38 0 7
all-meshes-CVIU11-pattern4-target3 13 0 0 87 0 17
all-meshes-CVIU11-pattern4-target30 13 3 4 464 3 69
all-meshes-CVIU11-pattern4-target300 13 2 2 318 2 33
all-meshes-CVIU11-pattern4-target303 13 98 76 584 101 50
all-meshes-CVIU11-pattern4-target304 13 0 0 139 0 21
all-meshes-CVIU11-pattern4-target305 13 0 0 144 0 34
all-meshes-CVIU11-pattern4-target306 13 19 22 3214 17 201
all-meshes-CVIU11-pattern4-target307 13 0 0 116 0 11
all-meshes-CVIU11-pattern4-target308 13 19 18 3119 18 160
all-meshes-CVIU11-pattern4-target309 13 2 3 370 2 61
all-meshes-CVIU11-pattern4-target31 13 2 2 340 3 27
all-meshes-CVIU11-pattern4-target310 13 3 2 292 2 37
all-meshes-CVIU11-pattern4-target311 13 569 589 2091 626 130
all-meshes-CVIU11-pattern4-target312 13 0 0 62 0 11
all-meshes-CVIU11-pattern4-target313 13 151 138 884 136 64
all-meshes-CVIU11-pattern4-target314 13 886 875 3034 901 177
all-meshes-CVIU11-pattern4-target315 13 0 0 57 0 15
all-meshes-CVIU11-pattern4-target316 13 0 0 213 0 39
all-meshes-CVIU11-pattern4-target317 13 0 0 69 0 21
all-meshes-CVIU11-pattern4-target318 13 576 580 2101 571 111
all-meshes-CVIU11-pattern4-target319 13 0 0 96 0 17
all-meshes-CVIU11-pattern4-target32 13 3 3 314 2 25
all-meshes-CVIU11-pattern4-target320 13 0 0 127 0 14
all-meshes-CVIU11-pattern4-target321 13 3 3 464 2 36
all-meshes-CVIU11-pattern4-target322 13 23 16 2783 14 105
all-meshes-CVIU11-pattern4-target323 13 14 14 197 13 29
all-meshes-CVIU11-pattern4-target324 13 0 0 189 0 46
all-meshes-CVIU11-pattern4-target325 13 0 0 67 0 16
all-meshes-CVIU11-pattern4-target326 13 4 3 565 4 77
all-meshes-CVIU11-pattern4-target327 13 6 4 767 6 34
all-meshes-CVIU11-pattern4-target328 13 3 4 582 4 101
all-meshes-CVIU11-pattern4-target329 13 2 2 407 3 81
all-meshes-CVIU11-pattern4-target33 13 2 2 355 3 34
all-meshes-CVIU11-pattern4-target330 13 0 0 144 0 15
all-meshes-CVIU11-pattern4-target331 13 21 25 3486 19 145
all-meshes-CVIU11-pattern4-target332 13 2 2 269 2 31
all-meshes-CVIU11-pattern4-target333 13 5 5 615 5 47
all-meshes-CVIU11-pattern4-target334 13 1 1 223 1 38
all-meshes-CVIU11-pattern4-target335 13 18 11 157 15 38
all-meshes-CVIU11-pattern4-target336 13 0 0 95 0 26
all-meshes-CVIU11-pattern4-target337 13 0 0 133 0 14
all-meshes-CVIU11-pattern4-target338 13 0 0 53 0 9
all-meshes-CVIU11-pattern4-target339 13 0 0 52 0 7
all-meshes-CVIU11-pattern4-target34 13 7 6 1155 6 89
all-meshes-CVIU11-pattern4-target340 13 3 3 468 3 31
all-meshes-CVIU11-pattern4-target341 13 0 0 92 0 21
all-meshes-CVIU11-pattern4-target342 13 2 2 311 2 55
all-meshes-CVIU11-pattern4-target343 13 11 10 1783 12 131
all-meshes-CVIU11-pattern4-target344 13 0 0 98 0 32
all-meshes-CVIU11-pattern4-target345 13 17 11 113 17 17
all-meshes-CVIU11-pattern4-target346 13 0 0 98 0 13
all-meshes-CVIU11-pattern4-target347 13 0 0 48 0 8
all-meshes-CVIU11-pattern4-target348 13 0 0 186 0 21
all-meshes-CVIU11-pattern4-target349 13 0 0 141 0 18
all-meshes-CVIU11-pattern4-target35 13 0 0 139 0 17
all-meshes-CVIU11-pattern4-target350 13 2 2 375 2 29
all-meshes-CVIU11-pattern4-target351 13 0 0 41 0 5
all-meshes-CVIU11-pattern4-target352 13 21 21 232 20 33
all-meshes-CVIU11-pattern4-target353 13 9 8 1488 8 109
all-meshes-CVIU11-pattern4-target354 13 0 0 181 0 13
all-meshes-CVIU11-pattern4-target356 13 0 0 41 0 8
all-meshes-CVIU11-pattern4-target357 13 0 0 83 0 9
all-meshes-CVIU11-pattern4-target358 13 0 0 178 0 34
all-meshes-CVIU11-pattern4-target359 13 0 0 132 0 18
all-meshes-CVIU11-pattern4-target36 13 11 10 1397 10 113
all-meshes-CVIU11-pattern4-target360 13 7 9 1295 7 51
all-meshes-CVIU11-pattern4-target361 13 3 3 605 5 32
all-meshes-CVIU11-pattern4-target362 13 0 0 159 0 23
all-meshes-CVIU11-pattern4-target363 13 0 0 44 0 8
all-meshes-CVIU11-pattern4-target364 13 2 2 213 2 19
all-meshes-CVIU11-pattern4-target365 13 11 10 180 12 35
all-meshes-CVIU11-pattern4-target366 13 10 9 1609 11 102
all-meshes-CVIU11-pattern4-target367 13 1 1 257 2 49
all-meshes-CVIU11-pattern4-target368 13 4 5 702 4 35
all-meshes-CVIU11-pattern4-target369 13 6 7 1009 7 97
