instance "si-noninduced-gss-20201105" "si-noninduced-pathlad-20201105" "si-noninduced-vf2-20201105" "si-noninduced-ri-20201105" "si-noninduced-minion-preprocess-gac-20201105" "si-noninduced-hybrid-preprocess-gac-comm-checker-20201105" "si-noninduced-hybrid-preprocess-gac-comm-test-20201105" "si-noninduced-hybrid-preprocess-gac-comm-propagate-20201105" "si-noninduced-hybrid-preprocess-gac-comm-rollback-20201105" "si-noninduced-hybrid-preprocess-gac-comm-randomrollback-20201105" "si-moreoddthaneven-minion-preprocess-gac-20201105" "si-moreoddthaneven-hybrid-preprocess-gac-comm-checker-20201105" "si-moreoddthaneven-hybrid-preprocess-gac-comm-test-20201105" "si-moreoddthaneven-hybrid-preprocess-gac-comm-propagate-20201105" "si-moreoddthaneven-hybrid-preprocess-gac-comm-rollback-20201105" "si-moreoddthaneven-hybrid-preprocess-gac-comm-randomrollback-20201105" "si-lessthreeodd-minion-preprocess-gac-20201105" "si-lessthreeodd-hybrid-preprocess-gac-comm-checker-20201105" "si-lessthreeodd-hybrid-preprocess-gac-comm-test-20201105" "si-lessthreeodd-hybrid-preprocess-gac-comm-propagate-20201105" "si-lessthreeodd-hybrid-preprocess-gac-comm-rollback-20201105" "si-lessthreeodd-hybrid-preprocess-gac-comm-randomrollback-20201105" "si-parity-minion-preprocess-gac-20201105" "si-parity-hybrid-preprocess-gac-comm-checker-20201105" "si-parity-hybrid-preprocess-gac-comm-test-20201105" "si-parity-hybrid-preprocess-gac-comm-propagate-20201105" "si-parity-hybrid-preprocess-gac-comm-rollback-20201105" "si-parity-hybrid-preprocess-gac-comm-randomrollback-20201105"
all-images-CVIU11-pattern4-target140 0.0770503 0.0306491 0.112139 0.0718273 218.115 9.88217 10.104 9.93649 9.98974 9.90948 221.736 11.396 11.3398 11.6 11.3642 11.1039 217.019 10.7197 10.9166 10.8042 10.7679 10.8112 102.96 10.097 10.1268 10.4156 10.1585 10.0803
all-images-CVIU11-pattern4-target141 0.0531491 0.358642 0.0852451 0.0469112 155.116 9.2338 9.05663 9.23049 9.16315 9.06324 158.077 10.0575 10.0961 10.0535 10.1073 10.348 156.04 9.66909 9.76465 9.82188 9.67248 9.66441 75.8488 9.02342 9.10665 9.107 8.98648 9.18833
all-images-CVIU11-pattern4-target142 0.115383 0.0454672 0.196807 0.0694184 372.93 13.4487 13.398 13.407 13.2098 13.4466 376.332 14.8124 14.7737 14.6782 14.5733 14.8169 381.806 14.4978 14.1075 14.1069 14.2189 14.2222 181.45 13.7392 13.2272 13.725 13.5823 13.3537
all-images-CVIU11-pattern4-target143 0.110491 0.847087 0.137152 0.0548139 251.089 10.9003 11.046 11.0238 10.9558 10.8557 249.791 12.0538 12.3454 12.1806 12.2786 11.9858 246.78 11.5907 12.0954 11.6809 11.7121 11.4758 117.985 11.1701 11.1064 11.033 11.0238 11.0162
all-images-CVIU11-pattern4-target144 0.158979 1.15915 0.227991 0.107031 478.302 15.4803 15.482 15.2983 15.4166 15.7079 479.709 17.0928 17.3044 16.9242 17.1043 16.9602 476.354 16.3423 16.251 16.067 16.6052 16.1018 218.741 15.4466 15.52 15.7712 15.4176 15.6793
all-images-CVIU11-pattern4-target145 0.0988351 0.395629 0.11106 0.044902 177.847 9.34232 9.56966 9.63495 9.27871 9.369 183.446 10.6272 10.8314 10.701 10.7532 10.2343 177.596 10.0852 10.1276 10.2715 10.1495 9.95923 87.9289 9.40365 9.47646 9.46146 9.55991 9.52129
all-images-CVIU11-pattern4-target146 0.318309 2.75404 0.443554 0.122392 867.743 21.2911 22.0738 22.1655 21.5949 21.4697 877.336 23.1429 23.991 23.9462 23.4304 23.4873 866.37 22.5656 23.2347 23.2487 22.6505 23.1265 391.76 21.7189 22.1897 21.9997 21.4378 21.7114
all-images-CVIU11-pattern4-target15 0.0480096 0.0266921 0.0793858 0.0456089 70.9582 6.38499 6.35672 6.43323 6.50999 6.47323 76.0234 7.24308 7.27855 7.38945 7.22994 7.30229 73.6073 7.11607 7.19107 7.07417 6.92175 7.11449 37.0308 6.39019 6.50093 6.69993 6.50071 6.47248
all-images-CVIU11-pattern4-target16 0.0889833 0.484 0.0857775 0.0516262 188.183 9.77005 10.0497 9.75579 10.1502 10.0897 190.705 11.064 11.0204 11.1422 10.947 10.7339 188.379 10.7895 10.7621 10.6031 10.5497 10.6807 89.9092 9.9415 10.2257 9.71791 10.1135 9.98043
all-images-CVIU11-pattern4-target17 0.294953 1.70453 0.389686 0.114811 730.981 20.7635 20.3742 20.8804 20.654 20.5067 736.73 22.114 22.0807 22.2807 22.729 22.32 726.238 21.2806 21.1774 21.2579 21.4708 21.1968 337.468 20.4982 20.8101 20.7513 20.4245 20.7663
all-images-CVIU11-pattern4-target18 0.267645 1.8501 0.369092 0.13314 772.163 20.3845 20.6107 20.8512 20.1785 20.3332 775.292 21.7331 22.1984 22.4771 21.6732 21.7586 765.144 21.1549 21.4036 21.3244 20.885 20.8762 355.561 20.5517 20.7645 20.2798 20.6224 20.2202
all-images-CVIU11-pattern4-target19 0.471912 2.81863 0.736997 0.173494 NaN 29.6843 30.5317 30.2378 30.2861 30.8747 NaN 32.168 32.2181 32.3145 32.6686 32.8494 NaN 31.1961 31.4659 32.1952 32.053 31.952 701.186 29.9738 30.1789 30.4329 30.363 30.2911
all-images-CVIU11-pattern4-target2 0.194004 1.01557 0.239009 0.0832388 533.166 16.154 16.117 16.4746 16.075 15.9902 534.728 17.71 18.0015 18.1062 17.693 17.9659 531.394 17.0305 17.0422 17.2025 17.1376 17.2772 250.011 16.236 16.564 16.1452 16.2185 16.6558
all-images-CVIU11-pattern4-target20 0.334923 2.20171 0.43406 0.157905 899.024 22.5543 22.0736 22.0444 22.6214 22.1354 909.286 23.9703 24.3101 24.291 24.1396 24.6172 906.985 23.3872 23.4302 23.589 23.3494 23.447 421.144 22.471 22.3768 22.8448 22.5861 22.2049
all-images-CVIU11-pattern4-target21 0.196007 0.0695918 0.315991 0.0956216 629.912 17.8334 17.838 17.5321 18.0438 17.9531 630.789 19.3901 19.1736 19.5402 19.652 19.4871 639.759 18.4154 18.9157 18.8056 18.3538 18.5228 289.434 17.9835 17.8414 17.6081 17.9352 17.7344
all-images-CVIU11-pattern4-target22 0.144121 0.815978 0.169971 0.0778967 303.719 12.6295 12.9009 13.0103 12.5191 12.512 311.105 13.7472 14.6639 14.1756 13.9252 13.8425 303.578 13.3748 13.7841 13.7243 13.2148 13.1565 140.505 12.6258 12.7759 13.1401 12.5658 12.818
all-images-CVIU11-pattern4-target23 0.303145 1.82861 0.35891 0.105853 726.53 19.888 20.317 20.098 20.08 20.1251 746.033 21.5061 21.706 21.9386 21.4839 21.6648 734.655 20.7151 20.9462 20.9001 21.3662 20.9846 343.012 20.1803 20.093 19.8357 19.9705 20.1041
all-images-CVIU11-pattern4-target24 0.0332892 0.177537 0.0485027 0.0400002 84.8554 6.77989 6.86251 6.88185 6.70809 6.85716 90.1766 8.17132 8.19224 7.94019 7.86677 7.88462 87.076 7.85296 7.6233 7.70736 7.42148 7.52186 41.5137 7.28352 7.08916 6.82763 7.07006 7.01815
all-images-CVIU11-pattern4-target25 0.144628 0.674971 0.13562 0.0592069 293.347 12.3873 12.4683 12.5886 12.2755 12.6148 302.762 13.6252 13.6125 14.0532 13.6779 13.5746 293.807 12.9913 13.0782 13.1048 13.1316 13.1325 143.688 12.3717 12.3565 12.2979 12.6616 12.3129
all-images-CVIU11-pattern4-target26 0.106238 0.353199 0.127288 0.0473152 176.027 9.42005 9.65453 9.68215 9.39564 9.27737 176.504 10.6373 10.6669 10.6167 10.6581 10.5369 175.568 10.1822 10.0427 10.3189 10.1002 10.3246 83.1706 9.57905 9.79861 9.69974 9.42809 9.53831
all-images-CVIU11-pattern4-target27 0.275385 1.19906 0.264741 0.103511 516.887 16.2035 16.0816 15.9265 16.1039 15.741 518.299 17.7737 17.2879 17.3807 17.4621 17.3726 521.816 16.6613 16.6862 16.7054 16.9141 16.7838 241.075 16.0762 15.9907 16.262 15.9023 15.9935
all-images-CVIU11-pattern4-target28 0.0398107 0.311865 0.0616103 0.0435136 113.466 7.55177 7.511 7.43936 7.48598 7.46213 117.397 8.72792 8.96544 9.04376 9.03559 8.88192 119.172 8.19437 8.40236 8.29356 8.08926 8.25223 54.8029 7.58699 7.71787 7.83878 7.64228 7.73227
all-images-CVIU11-pattern4-target29 0.444293 3.38694 0.645444 0.160494 NaN 28.0959 28.3024 28.0485 28.1606 28.3537 NaN 29.6154 30.3429 30.606 30.0595 30.3717 NaN 29.2797 29.607 28.9628 29.2741 29.066 587.802 27.6529 27.6933 27.6394 27.7593 27.942
all-images-CVIU11-pattern4-target3 0.293626 2.21256 0.397323 0.118004 842.554 21.0872 21.6401 21.6743 21.5655 21.2374 863.426 22.818 23.098 22.992 22.9729 22.8178 855.078 22.3306 22.6627 22.5754 22.3563 22.006 388.637 21.275 21.066 21.3863 21.4132 21.1363
all-images-CVIU11-pattern4-target30 0.3703 3.07575 0.478309 0.126279 NaN 23.269 23.3124 23.1496 23.02 23.1739 NaN 25.1403 25.2397 25.1325 24.8041 24.701 999.523 24.0728 24.4861 24.0336 24.6036 24.2297 465.12 23.6451 23.3477 23.1657 23.8639 23.5769
all-images-CVIU11-pattern4-target31 0.239081 1.27348 0.342497 0.107582 723.746 19.0871 19.0384 19.0849 18.9991 18.9798 729.346 20.5739 20.5988 20.5375 21.0742 20.5954 723.037 20.1374 20.3898 19.7435 19.9896 20.2159 338.058 19.0624 19.1755 19.2153 18.9265 18.94
all-images-CVIU11-pattern4-target32 0.528178 4.32895 0.757665 0.20425 NaN 30.3576 31.0675 30.881 30.5021 30.2105 NaN 32.4287 33.039 32.8756 32.6943 32.8443 NaN 31.45 32.6014 32.1872 31.6877 31.4716 705.801 30.17 30.8303 30.9693 30.5503 30.8489
all-images-CVIU11-pattern4-target33 0.528038 3.56831 0.72254 0.170291 NaN 28.7868 28.7238 29.1743 29.3421 28.5342 NaN 31.3086 31.2919 31.746 31.5439 30.8426 NaN 30.173 30.0678 30.1697 30.2094 30.0393 638.411 29.5223 28.7781 29.0244 28.8991 28.9901
all-images-CVIU11-pattern4-target34 0.207182 1.68139 0.316174 0.103851 570.305 16.8426 16.984 16.8896 17.0765 16.9961 574.541 18.6999 18.5707 18.5847 18.3706 18.6874 580.301 18.0626 17.8838 17.9446 18.3497 18.0634 266.819 17.3099 17.268 17.2716 17.1767 17.3401
all-images-CVIU11-pattern4-target35 0.476178 3.83081 0.657801 0.162816 NaN 28.5899 28.4936 28.727 28.842 28.7476 NaN 30.9816 30.9112 31.0237 30.6935 31.2534 NaN 30.0972 29.923 29.1999 29.7774 29.8104 637.608 28.0257 28.7699 28.4797 28.5095 28.5438
all-images-CVIU11-pattern4-target36 0.17274 1.03938 0.197973 0.0886855 388.413 13.9413 14.679 14.5306 13.7078 13.7069 394.103 15.1274 15.704 16.1441 15.3646 14.9427 392.132 14.6593 15.2668 15.299 14.4451 14.4315 183.512 13.8471 14.0074 14.2493 13.964 13.9497
all-images-CVIU11-pattern4-target37 0.456419 2.7417 0.604491 0.167612 NaN 26.8182 26.7552 26.8591 26.5976 26.2235 NaN 28.4413 29.4145 29.121 28.5515 29.1818 NaN 27.8255 28.2289 28.1894 28.2539 27.4848 559.36 26.4428 27.2231 26.9336 26.727 26.7139
all-images-CVIU11-pattern4-target38 0.373751 2.5003 0.557849 0.152768 NaN 25.2143 26.2245 26.0691 25.7254 25.1244 NaN 27.6858 28.0737 28.483 28.7714 27.2018 NaN 25.9743 27.5245 27.7537 26.7235 26.4019 528.524 25.3 26.5379 25.744 25.0613 25.3535
all-images-CVIU11-pattern4-target39 0.169317 1.09071 0.201086 0.0999311 392.25 14.5574 14.2104 14.1562 14.6793 14.8501 397.29 16.1371 15.9283 16.1377 16.0068 15.8655 386.774 15.3083 15.2983 15.6638 15.0996 15.5817 184.967 14.6161 14.5495 14.1917 14.2156 14.2324
all-images-CVIU11-pattern4-target4 0.268581 2.0835 0.327572 0.11127 708.352 19.2359 19.3111 19.4233 19.0336 19.0167 692.901 20.5733 20.7298 20.7853 20.7986 20.8471 700.021 19.8479 19.9443 20.017 19.6631 19.6776 323.028 19.0639 19.2668 19.3123 19.0347 19.1086
all-images-CVIU11-pattern4-target40 0.212318 1.83359 0.284158 0.108016 623.15 17.3635 18.0871 17.9091 17.3589 17.4493 632.898 19.0477 19.4538 19.2107 18.8395 18.7514 625.169 18.1885 18.8483 18.6165 18.0368 18.2252 294.342 17.27 17.6096 17.2068 17.5842 17.3782
all-images-CVIU11-pattern4-target41 0.170514 1.13573 0.24644 0.0945314 529.137 16.2734 16.2206 16.2711 16.0523 16.503 538.723 17.8236 17.9346 17.6873 18.0031 17.6501 530.654 16.7603 17.2727 16.9574 16.9938 17.2165 251.951 16.3495 16.273 16.4811 16.4839 16.405
all-images-CVIU11-pattern4-target42 0.19546 1.32103 0.29846 0.0981882 617.071 18.0159 17.6331 17.6228 17.7861 17.6745 638.397 18.9817 18.9841 19.0781 18.7668 18.942 626.438 18.2691 18.2874 18.6435 18.6506 18.3955 292.824 17.4852 17.6981 17.6849 17.8276 17.3545
all-images-CVIU11-pattern4-target43 0.303681 1.89382 0.481853 0.142862 962.874 23.419 23.6917 23.9607 23.1761 23.3898 967.39 25.1126 24.7751 24.8741 25.3043 24.7973 949.559 24.0403 24.4706 23.8844 23.8148 24.0085 444.288 23.6626 23.3277 23.8248 23.1378 23.3703
all-images-CVIU11-pattern4-target44 0.489827 5.00765 0.689761 0.179126 NaN 30.1506 30.7178 30.1541 29.9544 30.3551 NaN 32.3997 33.2311 32.9064 32.328 32.2006 NaN 31.5228 32.4953 32.3528 30.8943 31.6242 690.115 29.7737 30.2349 30.218 30.3267 30.1768
all-images-CVIU11-pattern4-target45 0.464156 3.60353 0.629033 0.164065 NaN 28.0577 28.2014 28.1897 28.5271 28.2248 NaN 30.3243 30.1147 30.5856 30.1587 30.8246 NaN 29.8944 29.8318 29.6998 29.414 29.102 588.884 28.3506 28.35 28.4222 28.3111 28.5053
all-images-CVIU11-pattern4-target46 0.235528 1.74909 0.305947 0.105395 657.218 17.3516 17.2194 17.5168 17.4149 17.7888 664.772 19.0395 19.0494 19.0223 18.7093 18.9065 667.372 18.0732 18.0604 18.3436 18.4722 18.2716 301.252 17.2224 17.5867 17.2961 17.4572 17.2948
all-images-CVIU11-pattern4-target47 0.382439 3.59374 0.542411 0.153834 NaN 23.8991 24.3941 23.9389 24.2979 23.9338 NaN 25.8298 26.179 26.0305 26.1711 26.1422 NaN 24.7775 25.3058 25.2699 25.0063 24.9274 480.794 24.6286 24.0642 24.6548 24.6501 24.6327
all-images-CVIU11-pattern4-target48 0.132602 1.02495 0.17259 0.0680359 313.018 12.6765 12.7621 12.9041 12.7682 12.7825 317.19 13.8386 14.3204 14.161 14.0483 13.9825 315.669 13.2349 13.414 13.3291 13.1591 13.3669 153.392 12.668 12.989 13.0718 12.5535 12.7152
all-images-CVIU11-pattern4-target49 0.230535 1.78531 0.294074 0.0877944 605.265 17.0102 17.2962 17.0245 16.9726 17.2608 610.522 18.8356 18.6029 18.4359 18.4227 18.7559 614.279 17.9443 18.0433 17.9246 17.9225 18.1833 273.754 17.1128 17.2217 17.3128 17.2782 17.148
all-images-CVIU11-pattern4-target5 0.370868 3.1114 0.539599 0.153276 NaN 25.5013 25.0823 25.4756 25.0612 25.3135 NaN 27.5016 27.1021 26.7376 27.0852 27.6171 NaN 26.3925 26.5531 26.036 26.4722 26.2722 490.221 25.1688 25.212 25.2043 25.0205 25.4698
all-images-CVIU11-pattern4-target50 0.439446 3.24581 0.596897 0.150572 NaN 26.2462 26.4871 26.4432 26.2748 26.1034 NaN 28.1709 28.1067 28.6715 28.372 28.1376 NaN 27.6147 27.6689 27.622 27.411 27.4699 582.905 26.4594 26.5277 26.6032 26.4942 26.1497
all-images-CVIU11-pattern4-target51 0.179663 1.50076 0.237109 0.0750781 495.977 15.3386 15.6132 15.6642 15.1571 15.429 505.911 16.4691 16.7246 16.8384 16.8148 16.6733 501.485 15.7966 16.1964 15.9745 15.8535 15.8158 231.395 15.2215 15.3611 15.3291 15.2205 15.4279
all-images-CVIU11-pattern4-target52 0.187769 2.09859 0.23705 0.074076 515.172 15.3759 15.3538 15.4258 15.5332 15.4354 509.76 16.5687 16.8214 16.7142 17.0604 17.0878 505.447 15.9586 16.743 16.2973 16.2534 16.2686 238.373 15.2645 15.5463 16.0645 15.9429 15.8048
all-images-CVIU11-pattern4-target53 0.123234 0.932841 0.147481 0.0786386 303.675 11.5192 11.7634 11.8047 11.5722 11.4285 307.5 12.8767 12.9004 14.2567 12.7563 12.751 304.428 12.1066 12.405 12.4592 12.2587 12.1647 141.49 11.7803 11.8253 12.0705 11.7294 11.7532
all-images-CVIU11-pattern4-target54 0.153932 1.00298 0.160404 0.068357 332.233 12.2002 12.2237 12.0368 12.1632 12.2316 337.206 13.1803 13.2308 13.2291 13.3015 13.1689 332.052 12.7728 12.8134 12.8092 12.7362 12.6949 154.429 12.2319 12.2063 12.093 12.4339 12.3347
all-images-CVIU11-pattern4-target55 0.0935333 0.92229 0.145437 0.0681915 275.203 11.0518 11.3425 11.171 11.3665 11.1774 285.928 12.5432 12.7471 12.742 12.7666 12.908 274.536 12.0762 11.9899 12.129 12.1793 12.2365 131.824 11.571 11.6443 11.6212 11.4747 11.8289
all-images-CVIU11-pattern4-target56 0.0657837 0.618281 0.113575 0.0606287 220.048 10.0379 10.29 10.0573 10.1803 10.0018 229.351 11.3906 11.805 11.4353 11.7381 11.508 224.564 10.8734 10.6416 11.0673 10.7689 10.8167 103.099 10.2348 10.2468 10.3218 10.2464 10.0736
all-images-CVIU11-pattern4-target57 0.527526 3.78151 0.774858 0.172553 NaN 30.8876 30.9169 31.8201 30.8832 30.4034 NaN 32.4698 33.8655 33.422 32.5432 33.3661 NaN 31.9726 32.438 32.2752 31.6734 31.6494 708.209 30.6371 31.4017 31.607 30.6072 30.234
all-images-CVIU11-pattern4-target58 0.122087 0.465083 0.12158 0.0476496 237.847 10.5198 10.7238 10.9045 10.4524 10.7715 247.837 11.8817 12.1087 12.377 12.0055 11.6529 239.967 11.3488 12.5596 11.6198 11.2633 11.2718 112.465 10.5451 10.6814 10.6858 10.5681 10.4564
all-images-CVIU11-pattern4-target59 0.302136 2.75045 0.444419 0.13123 934.149 22.9373 23.0593 23.1995 23.1819 23.0816 922.781 25.2653 25.3723 25.0654 24.9629 24.827 933.86 24.4657 24.1436 23.9995 23.7192 24.1656 428.187 23.1223 23.3241 23.66 23.1125 23.2069
all-images-CVIU11-pattern4-target6 0.361916 3.11336 0.52003 0.13663 969.684 23.9409 23.8112 24.1513 24.0425 23.9789 983.582 25.6381 26.1543 25.8482 25.1014 25.5137 971.386 24.8028 24.8518 24.562 24.913 24.6036 449.049 23.8214 24.1192 24.4351 23.7577 23.6373
all-images-CVIU11-pattern4-target60 0.182719 1.47564 0.236205 0.108841 521.88 15.2818 15.9223 15.4827 15.5804 15.5554 529.481 16.9076 17.0389 17.0098 17.0385 16.7239 533.596 16.2913 16.153 16.4633 16.3013 16.3012 240 15.5578 15.4667 15.5648 15.5571 15.5725
all-images-CVIU11-pattern4-target61 0.320163 2.8987 0.458237 0.137544 972.218 22.7647 22.7798 22.8896 24.1561 22.8713 979.064 24.6957 24.3179 24.6449 24.5994 24.7111 965.1 23.9075 23.8687 23.6057 23.8471 23.9557 442.413 23.2261 23.2993 23.1782 23.3687 23.0115
all-images-CVIU11-pattern4-target62 0.376922 3.10532 0.496221 0.146394 NaN 24.6068 25.1317 24.6961 24.7494 24.5981 NaN 26.2198 26.3714 26.2451 26.4359 26.1513 NaN 25.7469 25.4994 25.5462 25.1383 25.1582 487.069 24.9478 24.9862 24.9099 24.0293 24.9644
all-images-CVIU11-pattern4-target63 0.282952 2.41212 0.391002 0.104616 846.987 20.7863 20.6873 20.5053 20.4153 20.529 857.086 22.1277 22.5051 22.2342 22.2254 22.1079 840.017 21.3264 21.9114 21.4805 21.7168 21.3722 398.031 20.4368 20.8751 21.1108 20.7567 20.8767
all-images-CVIU11-pattern4-target64 0.166381 1.8188 0.272582 0.0925777 532.369 16.8722 16.7465 16.7135 16.5931 16.7156 550.233 19.32 18.1941 18.3898 18.2997 18.5038 534.331 17.5496 17.5314 17.922 17.3106 17.6357 254.524 16.918 16.7746 17.0056 16.8152 16.6171
all-images-CVIU11-pattern4-target65 0.178917 1.16195 0.249599 0.105312 497.73 15.3032 15.3711 15.5617 15.4054 15.7128 491.266 17.1022 17.0596 17.229 17.094 17.0111 486.437 16.0646 16.2348 16.6299 16.5224 16.5644 230.656 15.6262 15.2958 15.8464 15.5374 15.4589
all-images-CVIU11-pattern4-target66 0.123372 0.81254 0.150223 0.079421 293.837 11.7059 11.8126 11.7386 11.5788 11.4945 303.034 12.8838 13.3008 13.1073 12.8072 13.2939 291.331 12.2008 12.3077 12.3596 12.3207 12.2765 137.601 11.6245 11.4567 11.7676 11.6579 11.6849
all-images-CVIU11-pattern4-target67 0.401434 2.76085 0.537821 0.148392 NaN 25.6821 26.7266 27.139 25.4516 25.7398 NaN 28.0397 29.0708 28.9464 27.5746 27.4823 NaN 26.612 28.4959 28.3118 27.2111 26.9774 534.471 25.4466 25.8477 26.3555 25.3097 25.2826
all-images-CVIU11-pattern4-target68 0.45952 3.52931 0.630304 0.157808 NaN 27.9107 28.194 27.7942 27.4851 27.8368 NaN 30.5825 29.8729 30.7455 30.4136 30.4235 NaN 28.9855 29.7538 29.5856 29.8145 29.5101 584.198 27.6818 27.5933 28.5576 28.2194 28.0497
all-images-CVIU11-pattern4-target69 0.456253 4.21724 0.692643 0.174018 NaN 29.7773 30.3096 30.9227 29.895 30.6419 NaN 32.5168 33.5089 32.4988 31.904 32.3631 NaN 31.0985 31.838 32.0425 30.7857 31.0691 652.971 30.0105 29.8621 30.3198 30.1646 30.6216
all-images-CVIU11-pattern4-target7 0.351972 3.91037 0.448663 0.169981 932.713 22.5347 23.4316 23.8055 22.8488 22.6889 939.495 24.7065 25.364 26.1382 24.5553 24.3831 941.903 23.7244 24.7902 24.7227 23.5904 23.2938 445.734 22.7004 23.7304 24.3288 22.6923 22.6959
all-images-CVIU11-pattern4-target70 0.433232 3.28598 0.541146 0.169198 NaN 25.2112 26.1668 25.8783 26.0199 26.1105 NaN 27.7574 28.2118 28.3313 27.6886 28.5348 NaN 26.7411 26.9677 27.3457 26.8001 27.1784 560.774 25.9336 25.9596 28.2629 26.1259 26.2881
all-images-CVIU11-pattern4-target71 0.299536 2.49835 0.425431 0.141241 871.085 22.2423 22.7248 22.3472 22.5857 22.9435 887.734 24.3261 24.2478 24.3523 24.2834 24.6103 871.532 23.3483 23.5398 23.5878 23.9938 23.8079 396.803 22.4818 22.845 22.7056 22.9393 22.8741
all-images-CVIU11-pattern4-target72 0.288019 2.43037 0.362576 0.10299 802.848 20.2376 20.5428 20.8972 20.3365 20.3628 790.958 21.5474 22.1048 22.5338 21.815 21.7863 792.683 21.1427 21.5343 21.7056 20.7828 21.3523 366.23 20.826 20.5451 20.4284 20.0557 20.0748
all-images-CVIU11-pattern4-target73 0.445216 2.98826 0.561021 0.142653 NaN 25.4877 26.0454 26.0615 25.3498 25.3137 NaN 27.6233 28.3124 28.0369 27.8799 27.5049 NaN 26.872 27.2085 26.8639 26.5927 27.2585 526.214 25.5313 25.8565 25.6684 25.8582 25.8744
all-images-CVIU11-pattern4-target74 0.436074 3.5591 0.604173 0.157182 NaN 27.3734 27.6993 27.1638 27.731 27.2777 NaN 29.6912 29.7726 29.4068 28.9847 29.5077 NaN 28.5077 29.0961 28.8738 28.1601 28.2235 530.657 27.1227 27.398 27.6483 27.1741 27.3522
all-images-CVIU11-pattern4-target75 0.444596 2.69914 0.596545 0.164869 NaN 27.945 27.9348 28.127 27.7395 28.3333 NaN 29.6954 29.9728 29.7083 30.18 30.3325 NaN 28.4281 28.5274 28.7473 28.6064 29.1483 572.58 27.277 28.1446 28.043 27.5305 27.6089
all-images-CVIU11-pattern4-target76 0.466087 3.04627 0.653568 0.183769 NaN 28.5587 28.9256 29.5185 28.9239 29.173 NaN 31.024 31.597 31.9703 31.667 30.8793 NaN 30.2193 30.5531 30.4676 30.4405 30.3792 645.396 28.645 29.4139 29.1619 28.7318 29.0813
all-images-CVIU11-pattern4-target77 0.404761 4.32261 0.684537 0.168127 NaN 29.4396 28.7392 29.1248 28.2641 29.806 NaN 30.9816 31.1284 30.6288 30.898 31.0443 NaN 30.4944 29.7596 30.4772 30.0763 30.0207 651.915 28.9627 29.1739 29.0707 28.5883 28.6715
all-images-CVIU11-pattern4-target78 0.472497 3.72123 0.613756 0.161003 NaN 27.9973 28.1637 28.7724 27.443 27.1036 NaN 29.6463 31.4013 31.1946 29.4351 29.2432 NaN 28.3616 29.1654 29.9804 29.0185 28.805 607.359 27.4046 28.2015 28.6037 27.3949 27.7895
all-images-CVIU11-pattern4-target79 0.0992558 0.660934 0.113844 0.051526 205.468 10.5457 10.4662 10.253 10.3724 10.546 210.207 11.4116 11.6797 11.8717 11.6359 11.633 207.693 11.0846 10.9195 10.9972 10.9462 10.9612 98.3598 10.3346 10.3448 10.3051 10.2659 10.6485
all-images-CVIU11-pattern4-target8 0.177901 1.19089 0.235191 0.080655 512.477 15.528 15.5337 15.9119 15.8644 15.9168 519.831 17.302 17.2323 17.447 17.3448 17.32 500.863 16.5989 16.5801 16.6422 16.5424 16.6467 228.482 15.8834 15.7841 15.5948 15.663 16.0513
all-images-CVIU11-pattern4-target80 0.120312 0.219122 0.156748 0.0653853 335.93 12.2184 12.1225 12.1198 12.2029 12.0387 339.452 13.2596 13.1738 13.2228 13.1118 13.1577 334.171 12.5276 12.4981 12.4809 12.6787 12.7213 153.075 12.2493 12.1378 12.1197 12.1732 12.22
all-images-CVIU11-pattern4-target81 0.157898 1.41687 0.234115 0.0975486 503.234 15.6528 15.3587 15.5902 15.5605 15.5946 506.456 16.7806 17.0523 16.6787 16.7286 16.7499 507.213 16.2944 16.2005 16.1232 16.0939 16.1559 233.393 15.6689 15.3566 15.6515 15.5014 15.721
all-images-CVIU11-pattern4-target82 0.257464 2.05054 0.339773 0.108004 701.465 18.5744 19.0572 19.1372 18.7963 18.8913 700.957 20.1296 21.0811 21.058 19.9925 20.4135 717.852 19.3744 19.9233 19.9195 19.7076 19.3673 331.124 18.889 19.0444 19.0202 18.6878 18.8208
all-images-CVIU11-pattern4-target83 0.330584 2.41252 0.364676 0.136645 785.861 19.9542 20.2476 20.5243 20.2098 20.8176 803.378 21.8139 22.3207 21.8742 21.9023 22.1951 797.027 21.3759 21.4559 21.0368 21.132 21.3731 364.975 20.0767 19.946 20.2385 20.1485 19.9923
all-images-CVIU11-pattern4-target84 0.0208731 0.127241 0.0283825 0.0330434 41.4883 5.44619 5.52673 5.47672 5.32417 5.41809 43.3411 6.23057 6.14436 6.13185 6.30767 6.17156 42.6684 5.67191 5.94825 5.71688 5.83571 5.96008 23.1761 5.54483 5.64287 5.3795 5.47985 5.36483
all-images-CVIU11-pattern4-target85 0.343934 2.06947 0.467214 0.122179 927.119 22.108 22.0555 22.3093 22.3335 22.2878 947.57 24.4286 24.1176 24.3199 24.2677 24.2793 935.202 23.1997 23.4597 23.2994 23.428 23.5321 420.901 22.6226 22.6636 22.8166 22.2566 22.4801
all-images-CVIU11-pattern4-target86 0.219516 1.56383 0.275221 0.0904594 561.674 16.701 16.6659 16.8453 16.7062 16.7133 579.448 17.8984 18.1827 18.205 18.4837 18.4714 574.683 17.725 17.6881 17.7303 17.5642 17.8051 262.041 16.7889 17.0044 16.9157 16.8784 16.7786
